"Year","Quarter","Week","Product1Price","Product1Sales","Product1Promo","Product2Price","Product2Sales","Product2Promo"
2023,"Q3",39,3.6,389,"No",2.6,308,"No"
2023,"Q4",40,2.68,441,"Yes",2.86,104,"No"
2023,"Q4",41,2.74,406,"Yes",2.6,298,"Yes"
2023,"Q4",42,2.92,422,"Yes",3.02,140,"No"
2023,"Q4",43,3.34,393,"No",3.04,200,"No"
2023,"Q4",44,3.43,404,"No",2.79,182,"No"
2023,"Q4",45,3.36,411,"Yes",2.66,101,"No"
2023,"Q4",46,3.18,406,"No",2.36,3838,"Yes"
2023,"Q4",47,3.34,410,"No",2.24,2176,"Yes"
2023,"Q4",48,3.3,402,"No",2.95,112,"No"
2023,"Q4",49,3.2,399,"Yes",2.64,177,"Yes"
2023,"Q4",50,3.25,384,"No",2.85,371,"Yes"
2023,"Q4",51,3.38,396,"No",2.89,141,"No"
2023,"Q4",52,3.06,418,"Yes",2.65,127,"No"
2024,"Q1",1,3.24,423,"No",3.06,139,"No"
2024,"Q1",2,3.28,400,"Yes",3.04,156,"No"
2024,"Q1",3,3.59,381,"No",2.81,128,"No"
2024,"Q1",4,2.74,424,"Yes",2.55,105,"No"
2024,"Q1",5,3.54,400,"No",3.01,197,"No"
2024,"Q1",6,2.91,431,"Yes",3.09,116,"No"
2024,"Q1",7,3.51,386,"No",2.8,167,"No"
2024,"Q1",8,3.43,388,"No",2.57,941,"Yes"
2024,"Q1",9,3.66,390,"No",2.8,212,"No"
2024,"Q1",10,3.18,417,"No",3,159,"No"
2024,"Q1",11,3.35,400,"No",2.44,2745,"Yes"
2024,"Q1",12,3.4,395,"No",2.79,145,"No"
2024,"Q1",13,3.25,403,"No",2.88,110,"No"
2024,"Q2",14,2.74,434,"Yes",2.8,113,"No"
2024,"Q2",15,3.45,380,"No",2.74,166,"No"
2024,"Q2",16,3.42,384,"No",2.4,3134,"Yes"
2024,"Q2",17,2.44,433,"Yes",2.46,489,"Yes"
2024,"Q2",18,3.66,385,"No",2.9,120,"No"
2024,"Q2",19,3.5,384,"No",2.77,649,"Yes"
2024,"Q2",20,3.93,382,"No",2.59,415,"No"
2024,"Q2",21,3.59,385,"No",2.82,164,"No"
2024,"Q2",22,2.86,414,"Yes",2.99,186,"No"
2024,"Q2",23,3.51,403,"Yes",3.21,177,"No"
2024,"Q2",24,4.02,376,"No",2.95,160,"No"
2024,"Q2",25,3.21,412,"No",2.86,166,"No"
2024,"Q2",26,3.54,409,"No",2.8,175,"No"
2024,"Q3",27,3.41,398,"No",2.94,145,"No"
2024,"Q3",28,2.99,414,"Yes",2.66,299,"Yes"
2024,"Q3",29,3.5,394,"No",2.82,126,"No"
2024,"Q3",30,3.2,410,"No",2.89,143,"No"
2024,"Q3",31,3.51,397,"No",2.9,110,"No"
2024,"Q3",32,3.3,413,"Yes",3.01,103,"No"
2024,"Q3",33,3.42,409,"No",3.08,163,"No"
2024,"Q3",34,3.42,378,"No",2.52,1654,"Yes"
2024,"Q3",35,3.73,403,"No",2.84,182,"No"
2024,"Q3",36,3.63,395,"No",3.14,166,"No"
2024,"Q3",37,3.12,398,"No",2.49,2123,"Yes"
2024,"Q3",38,3.5,389,"No",3.18,186,"No"
2024,"Q3",39,3.78,385,"No",2.85,177,"No"
2024,"Q4",40,3.23,417,"Yes",2.98,138,"No"
2024,"Q4",41,3.03,398,"Yes",2.55,199,"No"
2024,"Q4",42,3.59,386,"No",2.84,128,"No"
2024,"Q4",43,3.21,410,"No",2.86,197,"No"
2024,"Q4",44,3.51,392,"No",2.71,145,"No"
2024,"Q4",45,2.76,419,"Yes",2.65,131,"No"
2024,"Q4",46,3.36,393,"No",3.05,186,"No"
2024,"Q4",47,3.14,418,"Yes",3.04,171,"No"
2024,"Q4",48,3.22,387,"No",2.6,412,"No"
2024,"Q4",49,3.5,404,"No",2.94,124,"No"
2024,"Q4",50,3.04,397,"Yes",2.64,152,"No"
2024,"Q4",51,3.46,391,"No",2.65,175,"No"
2024,"Q4",52,3.31,403,"Yes",2.97,150,"No"
