"CustomerID","CLV","MonthlyPremium","LifetimeClaims","Last5YearsClaims","CoverageType","SalesChannel","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberOfComplaints","NumberOfPolicies","PolicyType","VehicleClass","VehicleSize","State","Location","Gender","EducationLevel","EmploymentStatus","MaritalStatus"
"EL41362",10658.25766,132,936.406794,936.406794,"Basic","Agent",17,12,0,3,"Personal Auto L2","Four-Door Car","Small","PA","Suburban","Female","College","Employed","Married"
"EL42453",5039.138992,128,614.4,614.4,"Basic","Branch",21,32,0,1,"Personal Auto L2","Four-Door Car","Small","NJ","Suburban","Male","Bachelor","Employed","Married"
"EL44544",26018.4825,132,633.6,410.632534921159,"Basic","Agent",5,74,0,2,"Corporate Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","High School or Below","Employed","Divorced"
"EL55611",11110.984318,278,1090.582206,887.526270151148,"Extended","Agent",26,79,0,1,"Personal Auto L3","SUV","Midsize","PA","Urban","Female","High School or Below","Employed","Married"
"EL61402",12196.924228,152,429.173484,215.689931552336,"Extended","Agent",16,91,0,3,"Personal Auto L3","Four-Door Car","Large","DE","Urban","Female","Bachelor","Employed","Married"
"EL62967",5425.831194,138,115.228784,115.228784,"Basic","Web",32,11,0,1,"Personal Auto L3","Two-Door Car","Midsize","MD","Rural","Female","High School or Below","Employed","Single"
"EL67979",34446.13182,128,614.4,614.4,"Basic","Call Center",7,44,0,2,"Personal Auto L3","Four-Door Car","Large","PA","Suburban","Male","College","Employed","Single"
"EL70257",16808.790244,142,681.6,681.6,"Basic","Agent",34,56,0,2,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Female","High School or Below","Employed","Divorced"
"EL77795",10875.816586,276,1332.61439,1332.61439,"Extended","Branch",8,31,0,1,"Corporate Auto L3","SUV","Midsize","PA","Suburban","Female","College","Employed","Married"
"EL81968",15322.776264,194,671.681058,671.681058,"Extended","Call Center",3,60,1,7,"Personal Auto L2","Two-Door Car","Midsize","MD","Urban","Male","Bachelor","Employed","Married"
"EL82767",7444.736032,218,1046.4,832.381587321758,"Basic","Agent",25,61,2,1,"Personal Auto L3","SUV","Midsize","DE","Suburban","Female","College","Unemployed","Married"
"EL88957",6920.24598,200,1440,1216.56398951903,"Basic","Agent",15,96,1,1,"Personal Auto L3","SUV","Midsize","PA","Suburban","Male","College","Unemployed","Married"
"EL89222",17218.31643,214,578.081468,356.258551510505,"Basic","Branch",2,74,0,3,"Personal Auto L3","SUV","Midsize","PA","Urban","Female","Bachelor","Employed","Married"
"EL92515",22423.18054,188,902.4,902.4,"Extended","Call Center",20,56,0,2,"Personal Auto L2","Four-Door Car","Midsize","MD","Suburban","Female","College","Employed","Divorced"
"EL93539",11514.884516,144,348.083132,143.114513966232,"Basic","Branch",9,71,0,3,"Special Auto L3","Four-Door Car","Small","PA","Rural","Male","Master","Employed","Divorced"
"EL99335",5370.355316,146,700.8,700.8,"Basic","Branch",10,24,0,1,"Personal Auto L2","Four-Door Car","Small","PA","Suburban","Female","College","Retired","Divorced"
"EM16179",16548.291406,140,672,672,"Basic","Call Center",3,52,0,2,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Female","College","Employed","Single"
"EM27919",8916.226738,130,624,624,"Basic","Agent",1,36,1,3,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Retired","Divorced"
"EM29019",16895.776334,210,5.08018,5.08018,"Basic","Call Center",35,46,0,9,"Personal Auto L2","SUV","Midsize","DE","Rural","Female","Bachelor","Employed","Married"
"EM29359",14253.193002,366,2635.2,2408.29314517952,"Basic","Web",24,63,0,1,"Personal Auto L1","Luxury Car","Large","VA","Suburban","Male","College","Medical Leave","Married"
"EM32982",8944.668844,222,1040.072558,1040.072558,"Basic","Call Center",7,37,0,1,"Corporate Auto L2","SUV","Midsize","DE","Urban","Female","Doctor","Employed","Married"
"EM39400",5680.60515,144,482.554852,482.554852,"Basic","Branch",1,24,0,1,"Personal Auto L3","Four-Door Car","Midsize","VA","Urban","Male","Bachelor","Employed","Divorced"
"EM43724",5018.21575,126,203.7929,203.7929,"Basic","Agent",17,11,0,1,"Personal Auto L3","Four-Door Car","Midsize","VA","Rural","Female","Bachelor","Employed","Married"
"EM53324",14687.05584,144,691.2,691.2,"Basic","Branch",26,12,3,2,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","College","Unemployed","Single"
"EM66435",5246.63086,130,41.086352,41.086352,"Basic","Agent",30,28,0,1,"Corporate Auto L3","Four-Door Car","Midsize","MD","Rural","Female","Bachelor","Employed","Divorced"
"EM77767",21864.42992,136,545.474616,321.582726258966,"Basic","Call Center",8,70,0,2,"Personal Auto L3","Two-Door Car","Midsize","MD","Urban","Female","College","Employed","Married"
"EM78211",5319.4113,174,840.083962,840.083962,"Extended","Agent",4,4,3,1,"Special Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","College","Unemployed","Divorced"
"EM85557",16042.13421,134,643.2,643.2,"Basic","Agent",4,26,0,2,"Personal Auto L1","Four-Door Car","Small","NJ","Suburban","Female","College","Employed","Married"
"EM89554",17235.100864,216,264.082982,55.4677409711321,"Basic","Branch",30,66,0,9,"Personal Auto L1","SUV","Midsize","MD","Rural","Female","Bachelor","Employed","Married"
"EN21086",13778.195962,126,604.8,604.8,"Basic","Branch",6,12,0,2,"Personal Auto L2","Four-Door Car","Small","DE","Suburban","Female","High School or Below","Unemployed","Divorced"
"EN27946",16782.26691,212,1421.481486,1196.80241850163,"Premium","Call Center",5,98,2,6,"Personal Auto L2","Two-Door Car","Small","PA","Suburban","Male","High School or Below","Employed","Married"
"EN31802",72336.68212,202,969.6,969.6,"Basic","Web",31,23,2,2,"Personal Auto L1","SUV","Midsize","PA","Suburban","Male","High School or Below","Employed","Married"
"EN32990",10699.993144,134,544.390464,325.051552727208,"Basic","Branch",34,71,0,6,"Personal Auto L2","Four-Door Car","Midsize","DE","Urban","Female","College","Employed","Single"
"EN38348",46414.53944,192,384.289676,166.453545062082,"Extended","Agent",27,94,0,2,"Personal Auto L2","Four-Door Car","Large","MD","Rural","Female","High School or Below","Employed","Married"
"EN54716",4791.14,126,667.392456,667.392456,"Basic","Branch",1,9,0,1,"Personal Auto L1","Two-Door Car","Midsize","MD","Suburban","Female","Doctor","Disabled","Divorced"
"EN60878",12366.222928,170,752.252838,752.252838,"Extended","Branch",2,20,0,3,"Personal Auto L2","Four-Door Car","Midsize","MD","Urban","Male","Bachelor","Disabled","Single"
"EN61670",10664.925388,132,619.155892,619.155892,"Basic","Branch",32,30,0,7,"Personal Auto L1","Four-Door Car","Midsize","DE","Urban","Female","Doctor","Employed","Married"
"EN65835",117507.76092,370,1776,1568.3288728011,"Premium","Agent",0,84,0,2,"Personal Auto L2","SUV","Midsize","DE","Suburban","Female","Bachelor","Employed","Married"
"EN72010",14542.86808,140,672,441.797357467244,"Basic","Agent",23,86,0,2,"Personal Auto L2","Two-Door Car","Midsize","MD","Suburban","Male","College","Disabled","Single"
"EN77569",7616.244294,188,902.4,902.4,"Extended","Agent",3,38,0,1,"Special Auto L3","Two-Door Car","Small","MD","Suburban","Female","College","Employed","Married"
"EN89709",5111.07137,130,303.982196,303.982196,"Basic","Agent",17,44,0,1,"Personal Auto L2","Two-Door Car","Midsize","DE","Rural","Female","Doctor","Disabled","Married"
"EN97874",12893.413348,160,963.646568,741.258088763939,"Extended","Agent",20,88,1,8,"Corporate Auto L2","Four-Door Car","Midsize","MD","Suburban","Female","High School or Below","Employed","Married"
"EO17010",9502.561896,238,888.335426,888.335426,"Basic","Agent",15,18,0,1,"Personal Auto L3","SUV","Large","PA","Urban","Male","Master","Employed","Married"
"EO24423",4809.267532,124,595.2,375.498507558348,"Basic","Branch",34,85,0,1,"Personal Auto L3","Four-Door Car","Small","DE","Suburban","Male","Master","Disabled","Married"
"EO38569",4390.590744,124,892.8,892.8,"Basic","Web",30,29,1,1,"Personal Auto L2","Four-Door Car","Large","NJ","Suburban","Female","High School or Below","Unemployed","Single"
"EO40136",5824.496888,146,590.449196,590.449196,"Basic","Web",18,32,0,1,"Personal Auto L2","Four-Door Car","Small","DE","Urban","Female","College","Employed","Divorced"
"EO42272",20296.83946,132,633.6,426.039376912721,"Basic","Branch",24,71,1,2,"Corporate Auto L3","Four-Door Car","Small","PA","Suburban","Female","Bachelor","Employed","Divorced"
"EO51920",39910.51426,198,129.33903,129.33903,"Extended","Agent",24,32,0,2,"Corporate Auto L3","Four-Door Car","Midsize","MD","Rural","Female","High School or Below","Employed","Married"
"EO56466",49320.9765,144,691.2,691.2,"Basic","Agent",25,33,0,2,"Special Auto L2","Four-Door Car","Midsize","MD","Suburban","Male","College","Medical Leave","Married"
"EO74797",15681.293496,152,729.6,729.6,"Extended","Agent",17,34,1,2,"Personal Auto L2","Four-Door Car","Large","DE","Suburban","Female","Bachelor","Unemployed","Single"
"EO75698",44485.03318,220,164.03801,164.03801,"Premium","Agent",6,46,0,2,"Personal Auto L1","Four-Door Car","Midsize","MD","Rural","Female","Bachelor","Employed","Married"
"EO77382",17747.050244,228,1094.4,1094.4,"Premium","Agent",3,43,0,7,"Personal Auto L1","Four-Door Car","Midsize","DE","Suburban","Female","Bachelor","Employed","Single"
"EO87464",15831.961424,198,950.4,738.932236012668,"Extended","Agent",24,72,0,6,"Corporate Auto L2","Four-Door Car","Midsize","MD","Suburban","Male","High School or Below","Employed","Married"
"EO91797",31282.51712,260,975.472342,755.140180811728,"Extended","Agent",31,84,0,2,"Corporate Auto L3","SUV","Midsize","VA","Urban","Female","Master","Employed","Married"
"EO95166",9235.67641,236,1109.915386,1109.915386,"Premium","Branch",16,4,0,1,"Personal Auto L2","Four-Door Car","Large","MD","Urban","Male","Bachelor","Employed","Divorced"
"EO95328",15840.210754,134,643.2,643.2,"Basic","Agent",7,31,3,2,"Personal Auto L2","Two-Door Car","Small","MD","Suburban","Female","Bachelor","Employed","Married"
"EO95783",53527.65262,148,25.177568,12.588784,"Basic","Call Center",34,80,0,2,"Personal Auto L3","Two-Door Car","Midsize","DE","Rural","Male","High School or Below","Employed","Divorced"
"EO99750",14513.15247,362,809.90862,809.90862,"Premium","Web",34,52,0,1,"Personal Auto L3","Sports Car","Small","VA","Rural","Female","Master","Employed","Married"
"EP10645",37355.70496,172,1077.299238,1077.299238,"Extended","Agent",17,14,0,2,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Male","College","Unemployed","Married"
"EP18940",18945.947622,172,825.6,825.6,"Extended","Call Center",30,32,0,2,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Female","Bachelor","Unemployed","Married"
"EP26605",11376.40998,144,691.2,691.2,"Basic","Agent",24,59,0,3,"Personal Auto L2","Two-Door Car","Midsize","NJ","Suburban","Female","Bachelor","Employed","Divorced"
"EP29567",14062.927386,186,996.905396,996.905396,"Extended","Web",13,55,0,9,"Corporate Auto L1","Four-Door Car","Midsize","NJ","Suburban","Male","Master","Retired","Married"
"EP34249",27739.8541,236,1224.601162,1224.601162,"Basic","Branch",1,59,0,2,"Corporate Auto L1","SUV","Small","MD","Suburban","Male","College","Employed","Married"
"EP35930",10491.367512,130,43.225316,21.612658,"Basic","Branch",23,95,0,3,"Personal Auto L3","Two-Door Car","Large","MD","Rural","Female","Master","Employed","Married"
"EP46328",11111.66041,144,942.886154,733.739522939133,"Basic","Call Center",12,61,0,6,"Personal Auto L1","Four-Door Car","Small","PA","Suburban","Male","Bachelor","Employed","Single"
"EP48362",47627.04102,132,403.524382,193.067000503266,"Basic","Web",5,66,0,2,"Personal Auto L1","Four-Door Car","Midsize","DE","Urban","Male","Bachelor","Employed","Married"
"EP61084",6437.217288,160,175.723332,87.861666,"Extended","Call Center",28,78,0,1,"Personal Auto L3","Four-Door Car","Midsize","VA","Rural","Female","High School or Below","Employed","Married"
"EP61197",65286.15302,230,1104,875.992504778465,"Premium","Call Center",4,61,0,2,"Personal Auto L3","Four-Door Car","Small","MD","Suburban","Female","Master","Employed","Married"
"EP64069",10276.489996,128,545.299688,326.51364038861,"Basic","Web",2,66,0,9,"Corporate Auto L3","Four-Door Car","Midsize","PA","Urban","Female","Bachelor","Employed","Married"
"EP64833",12359.399378,172,825.6,615.459211736528,"Extended","Call Center",12,96,0,8,"Corporate Auto L3","Four-Door Car","Midsize","PA","Suburban","Female","High School or Below","Unemployed","Single"
"EP72155",4008.701332,132,633.6,633.6,"Basic","Branch",16,35,4,1,"Personal Auto L3","Four-Door Car","Small","PA","Suburban","Female","College","Unemployed","Divorced"
"EP80820",11857.497056,148,61.134714,61.134714,"Basic","Agent",17,32,0,9,"Personal Auto L3","Two-Door Car","Midsize","PA","Rural","Female","Bachelor","Employed","Married"
"EP82214",52361.61056,164,686.242384,686.242384,"Extended","Branch",10,17,1,2,"Special Auto L2","Four-Door Car","Midsize","DE","Urban","Female","High School or Below","Employed","Married"
"EP83939",11151.502456,138,219.808992,219.808992,"Basic","Call Center",4,39,0,5,"Personal Auto L3","Four-Door Car","Midsize","DE","Rural","Male","High School or Below","Employed","Married"
"EP93369",17021.051872,242,1742.4,1537.98110001207,"Extended","Branch",5,94,0,8,"Personal Auto L2","Sports Car","Midsize","DE","Suburban","Female","College","Unemployed","Single"
"EQ15944",5907.235926,148,710.4,497.546501874608,"Basic","Web",4,79,2,1,"Personal Auto L2","Four-Door Car","Small","MD","Suburban","Female","Doctor","Employed","Married"
"EQ59908",6475.992418,166,652.56367,422.569361832543,"Extended","Agent",3,72,3,1,"Corporate Auto L3","Four-Door Car","Midsize","PA","Urban","Male","Master","Employed","Married"
"EQ62488",30063.129,378,1814.4,1814.4,"Basic","Call Center",11,7,0,8,"Personal Auto L3","Luxury Car","Large","MD","Suburban","Female","College","Employed","Married"
"EQ68292",10669.569774,136,218.225426,218.225426,"Basic","Agent",2,34,0,5,"Corporate Auto L3","Two-Door Car","Small","DE","Rural","Male","Bachelor","Employed","Divorced"
"EQ69638",10215.248402,154,1108.8,899.766369756739,"Extended","Branch",2,71,0,9,"Personal Auto L3","Four-Door Car","Small","NJ","Suburban","Male","College","Unemployed","Single"
"EQ75249",11676.267234,144,342.333466,342.333466,"Basic","Web",31,45,0,9,"Personal Auto L2","Four-Door Car","Midsize","DE","Rural","Female","College","Employed","Married"
"EQ82942",18676.16962,264,1900.8,1900.8,"Extended","Branch",17,34,0,3,"Personal Auto L3","SUV","Midsize","PA","Suburban","Female","Bachelor","Unemployed","Single"
"EQ87425",13838.03217,138,80.802792,40.401396,"Basic","Branch",5,85,1,2,"Corporate Auto L3","Four-Door Car","Midsize","PA","Rural","Female","High School or Below","Unemployed","Single"
"EQ90867",10862.42725,136,652.8,442.091844518894,"Basic","Agent",13,99,0,3,"Corporate Auto L1","Four-Door Car","Small","MD","Suburban","Male","College","Employed","Divorced"
"EQ96084",15644.608302,198,445.252468,445.252468,"Extended","Web",10,3,0,4,"Corporate Auto L3","Four-Door Car","Midsize","PA","Rural","Female","Bachelor","Employed","Divorced"
"ER10834",5348.15102,132,210.758804,105.379402,"Basic","Call Center",7,64,0,1,"Personal Auto L3","Four-Door Car","Midsize","VA","Rural","Female","Master","Employed","Married"
"ER19995",35572.5556,128,357.973576,357.973576,"Basic","Call Center",24,8,0,2,"Personal Auto L3","Four-Door Car","Midsize","NJ","Urban","Female","College","Employed","Single"
"ER20865",17305.304902,222,755.563316,544.297767594983,"Premium","Branch",2,72,2,7,"Corporate Auto L2","Two-Door Car","Midsize","PA","Urban","Male","Bachelor","Employed","Married"
"ER24015",13861.250844,396,2773.649444,2559.80578832699,"Premium","Agent",29,96,5,1,"Personal Auto L3","SUV","Midsize","DE","Suburban","Male","College","Employed","Single"
"ER29107",12738.52471,166,796.8,580.535015061437,"Extended","Branch",30,72,0,7,"Personal Auto L3","Two-Door Car","Small","MD","Suburban","Male","High School or Below","Employed","Single"
"ER40041",44391.60598,366,291.17597,68.057418600513,"Basic","Call Center",3,78,0,2,"Personal Auto L3","Luxury Car","Midsize","MD","Rural","Female","College","Employed","Married"
"ER49844",10082.894048,128,277.923926,277.923926,"Basic","Call Center",2,52,2,5,"Personal Auto L1","Four-Door Car","Midsize","DE","Rural","Male","College","Employed","Married"
"ER50891",6900.657572,174,773.53025,773.53025,"Extended","Agent",27,22,0,1,"Personal Auto L1","Four-Door Car","Midsize","PA","Urban","Male","High School or Below","Employed","Married"
"ER51965",8481.85115,222,1178.597042,955.821265604231,"Premium","Agent",4,85,3,1,"Corporate Auto L2","Four-Door Car","Midsize","NJ","Suburban","Male","College","Employed","Married"
"ER52041",6474.610374,180,1318.871772,1098.24557971458,"Extended","Call Center",19,91,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","College","Unemployed","Single"
"ER63193",15430.207216,192,504.153798,301.057851190881,"Extended","Branch",28,86,0,3,"Corporate Auto L2","Four-Door Car","Midsize","PA","Urban","Female","High School or Below","Employed","Married"
"ER65086",12263.326352,152,124.582018,124.582018,"Extended","Branch",31,29,0,7,"Personal Auto L3","Four-Door Car","Midsize","VA","Rural","Male","Doctor","Employed","Married"
"ER66372",29829.06976,126,604.8,397.125133813328,"Basic","Agent",3,73,2,2,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Female","Bachelor","Employed","Married"
"ER97256",10761.797272,134,643.2,643.2,"Basic","Agent",0,13,0,9,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Female","College","Employed","Married"
"ES16126",8660.77204,214,1027.2,1027.2,"Premium","Branch",9,18,0,1,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","College","Employed","Married"
"ES21306",17117.855446,250,1231.124328,1231.124328,"Extended","Branch",10,43,0,9,"Personal Auto L3","SUV","Small","PA","Suburban","Male","Bachelor","Unemployed","Single"
"ES34753",10330.404736,264,1267.2,1267.2,"Extended","Agent",17,31,0,1,"Personal Auto L2","SUV","Midsize","PA","Suburban","Female","Master","Disabled","Married"
"ES39217",15570.008428,198,1161.45062,1161.45062,"Extended","Web",22,46,1,7,"Personal Auto L1","Four-Door Car","Small","MD","Suburban","Female","Bachelor","Employed","Married"
"ES57969",4907.141588,138,662.4,440.451256692825,"Basic","Agent",3,92,0,1,"Personal Auto L2","Four-Door Car","Midsize","MD","Suburban","Male","Bachelor","Medical Leave","Single"
"ES66762",21313.7639,176,1263.486078,1263.486078,"Extended","Call Center",7,3,0,2,"Personal Auto L1","Two-Door Car","Midsize","MD","Suburban","Female","Bachelor","Employed","Married"
"ES82658",12836.49742,162,247.15353,247.15353,"Extended","Web",8,26,0,7,"Personal Auto L3","Four-Door Car","Midsize","MD","Rural","Male","Master","Employed","Divorced"
"ES87355",15129.223902,126,604.8,400.294087819834,"Basic","Agent",2,71,0,2,"Personal Auto L3","Two-Door Car","Small","MD","Suburban","Female","Bachelor","Employed","Married"
"ES88339",6675.961736,166,759.166238,548.667900280789,"Extended","Web",2,82,0,1,"Corporate Auto L1","Four-Door Car","Midsize","PA","Urban","Male","Master","Employed","Married"
"ES90681",4835.519922,122,702.299808,702.299808,"Basic","Agent",3,12,1,1,"Personal Auto L2","Four-Door Car","Small","PA","Suburban","Female","College","Employed","Married"
"ES93923",17596.62503,222,1072.00748,1072.00748,"Premium","Agent",12,6,0,9,"Personal Auto L1","Four-Door Car","Small","MD","Suburban","Female","Bachelor","Employed","Married"
"ES97399",21428.42898,184,883.2,673.968067991746,"Extended","Agent",19,75,2,2,"Corporate Auto L3","Four-Door Car","Midsize","VA","Suburban","Male","High School or Below","Employed","Married"
"ES97823",48192.4739,194,2309.271948,2309.271948,"Extended","Web",1,40,0,2,"Personal Auto L1","Four-Door Car","Midsize","MD","Suburban","Female","Bachelor","Unemployed","Single"
"ET10831",10233.455158,130,885.616036,657.54859995784,"Basic","Call Center",2,85,0,5,"Personal Auto L1","Four-Door Car","Midsize","MD","Suburban","Male","College","Employed","Single"
"ET22260",11170.61614,160,12.562688,12.562688,"Extended","Web",14,17,0,9,"Corporate Auto L2","Four-Door Car","Midsize","VA","Rural","Male","Doctor","Unemployed","Single"
"ET39822",16512.5956,138,318.766084,104.162149710445,"Basic","Web",14,94,0,2,"Personal Auto L2","Two-Door Car","Midsize","PA","Rural","Female","Bachelor","Employed","Married"
"ET44462",10026.272858,252,1209.6,1209.6,"Extended","Web",14,18,1,1,"Personal Auto L1","SUV","Midsize","DE","Suburban","Male","High School or Below","Employed","Married"
"ET45138",11106.37344,276,1324.8,1324.8,"Extended","Branch",0,20,0,1,"Personal Auto L1","Sports Car","Midsize","PA","Suburban","Female","College","Employed","Married"
"ET47892",24561.53322,204,979.2,979.2,"Premium","Branch",16,1,0,2,"Personal Auto L3","Two-Door Car","Midsize","MD","Suburban","Male","College","Employed","Married"
"ET64028",8024.638692,198,950.4,740.849991929735,"Extended","Agent",8,79,0,1,"Personal Auto L2","Two-Door Car","Large","PA","Suburban","Female","High School or Below","Employed","Married"
"ET64307",25045.07736,210,710.229644,710.229644,"Basic","Agent",15,56,0,2,"Personal Auto L2","Sports Car","Midsize","PA","Urban","Female","Bachelor","Employed","Married"
"ET79528",6237.96219,158,161.326194,161.326194,"Extended","Call Center",29,49,1,1,"Personal Auto L1","Four-Door Car","Midsize","PA","Rural","Male","College","Employed","Married"
"ET79815",11853.458758,192,921.6,700.27237127488,"Extended","Agent",28,90,5,5,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","College","Retired","Married"
"ET80689",17422.604844,218,574.875662,355.29509876671,"Basic","Branch",26,75,0,3,"Special Auto L3","SUV","Midsize","PA","Urban","Male","College","Employed","Married"
"ET81343",17501.287162,152,729.6,507.589443975645,"Extended","Web",2,73,3,2,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","Doctor","Employed","Divorced"
"ET87938",8657.729542,124,725.979066,725.979066,"Basic","Call Center",15,11,0,6,"Personal Auto L3","Two-Door Car","Small","MD","Suburban","Male","College","Retired","Divorced"
"ET88948",11006.881446,136,652.8,437.786752215121,"Basic","Call Center",12,85,0,3,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Female","Bachelor","Employed","Married"
"ET89070",18897.667862,234,1033.815248,1033.815248,"Basic","Branch",11,42,0,4,"Personal Auto L2","Sports Car","Midsize","PA","Urban","Female","High School or Below","Employed","Married"
"ET90029",51253.41398,268,692.638808,692.638808,"Extended","Web",6,9,0,2,"Personal Auto L2","Sports Car","Small","DE","Urban","Female","Doctor","Medical Leave","Married"
"EU19773",17156.729056,214,876.138916,876.138916,"Premium","Branch",11,47,2,6,"Personal Auto L3","Four-Door Car","Midsize","DE","Urban","Female","High School or Below","Employed","Married"
"EU21305",5001.674768,128,614.4,396.432000861649,"Basic","Agent",0,74,0,1,"Personal Auto L3","Four-Door Car","Small","DE","Suburban","Male","College","Employed","Divorced"
"EU27538",36084.95884,450,716.563124,716.563124,"Extended","Branch",21,35,0,8,"Personal Auto L3","Luxury Car","Midsize","MD","Rural","Male","Master","Employed","Married"
"EU38033",11795.490738,148,710.4,710.4,"Basic","Web",9,2,0,3,"Personal Auto L3","Four-Door Car","Midsize","VA","Suburban","Male","High School or Below","Employed","Divorced"
"EU48798",16321.175458,142,1022.4,1022.4,"Basic","Web",34,14,0,2,"Personal Auto L3","Two-Door Car","Midsize","VA","Suburban","Female","College","Disabled","Divorced"
"EU54076",10457.84026,130,480.44283,480.44283,"Basic","Agent",0,3,0,3,"Corporate Auto L3","Four-Door Car","Midsize","MD","Urban","Male","Bachelor","Employed","Married"
"EU59853",8253.22652,214,441.288836,441.288836,"Premium","Branch",11,48,1,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Rural","Male","College","Employed","Married"
"EU68825",16001.090122,200,430.452952,430.452952,"Basic","Agent",23,19,1,3,"Personal Auto L3","Sports Car","Small","MD","Rural","Female","Master","Employed","Married"
"EU78163",9585.019584,132,633.6,412.643185008214,"Basic","Agent",8,66,2,3,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Female","College","Disabled","Married"
"EU81458",5487.107168,136,495.694478,495.694478,"Basic","Call Center",6,22,1,1,"Personal Auto L3","Four-Door Car","Midsize","MD","Urban","Female","Doctor","Employed","Married"
"EU95973",29883.80758,380,1824,1824,"Basic","Branch",8,53,0,4,"Personal Auto L3","Luxury Car","Midsize","PA","Suburban","Female","Bachelor","Disabled","Married"
"EU98982",15200.887596,220,1593.974818,1593.974818,"Basic","Branch",17,58,2,3,"Personal Auto L3","SUV","Midsize","DE","Suburban","Male","High School or Below","Unemployed","Single"
"EV14053",14590.665424,182,1206.701142,1206.701142,"Extended","Agent",23,51,0,3,"Corporate Auto L3","Four-Door Car","Midsize","PA","Suburban","Female","High School or Below","Employed","Married"
"EV14479",14327.593248,188,573.920032,365.680673775079,"Extended","Call Center",20,91,2,5,"Personal Auto L3","Four-Door Car","Large","PA","Urban","Male","Bachelor","Employed","Married"
"EV15014",14388.466182,142,1198.750198,1198.750198,"Basic","Branch",22,0,0,2,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Unemployed","Single"
"EV15646",7563.381382,188,155.557652,77.778826,"Extended","Branch",26,62,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Rural","Male","College","Employed","Married"
"EV19512",32603.9352,170,1148.048036,1148.048036,"Extended","Agent",21,32,0,2,"Personal Auto L2","Two-Door Car","Midsize","VA","Suburban","Female","Master","Retired","Married"
"EV32492",4992.334008,128,614.4,408.752717634134,"Basic","Web",7,95,0,1,"Personal Auto L1","Four-Door Car","Midsize","DE","Suburban","Male","Bachelor","Employed","Divorced"
"EV34073",8920.836984,130,624,624,"Basic","Branch",24,45,1,4,"Corporate Auto L3","Four-Door Car","Small","PA","Suburban","Female","College","Unemployed","Divorced"
"EV39201",7722.972538,190,562.221576,562.221576,"Extended","Branch",3,54,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Female","College","Employed","Married"
"EV39637",10656.640598,146,1588.89117,1588.89117,"Basic","Branch",12,42,0,7,"Personal Auto L1","Four-Door Car","Midsize","MD","Suburban","Female","High School or Below","Unemployed","Single"
"EV46476",16168.650116,224,1075.2,868.191038539559,"Basic","Web",35,81,1,3,"Personal Auto L3","SUV","Small","PA","Suburban","Male","Bachelor","Disabled","Married"
"EV53200",43008.6776,224,572.205942,572.205942,"Basic","Agent",23,28,1,2,"Personal Auto L2","SUV","Midsize","VA","Urban","Male","College","Employed","Divorced"
"EV57176",11210.760834,144,691.2,691.2,"Basic","Call Center",2,40,0,3,"Corporate Auto L3","Four-Door Car","Large","PA","Suburban","Female","High School or Below","Employed","Divorced"
"EV60177",17007.885268,148,710.4,710.4,"Basic","Branch",8,9,4,2,"Personal Auto L3","Four-Door Car","Small","PA","Suburban","Female","High School or Below","Employed","Single"
"EV66951",28065.18752,382,1833.6,1602.58985012452,"Basic","Web",14,94,1,8,"Corporate Auto L3","Luxury Car","Midsize","VA","Suburban","Male","Master","Unemployed","Married"
"EV68375",8660.77204,214,1027.2,1027.2,"Premium","Branch",9,18,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Male","College","Employed","Married"
"EV68966",18839.76733,236,323.181188,323.181188,"Basic","Call Center",22,42,1,3,"Personal Auto L3","SUV","Midsize","PA","Rural","Male","College","Employed","Married"
"EV78251",14327.080684,132,633.6,633.6,"Basic","Branch",8,11,0,2,"Personal Auto L3","Two-Door Car","Small","MD","Suburban","Female","Doctor","Unemployed","Single"
"EV95033",5102.453384,126,784.471396,570.161098018706,"Basic","Web",15,67,0,1,"Special Auto L2","Two-Door Car","Small","MD","Suburban","Male","Master","Employed","Married"
"EW13798",8028.906226,198,950.4,950.4,"Extended","Agent",9,17,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Suburban","Female","Doctor","Employed","Married"
