"Streamer","Sub","ChatLastDay","ChatLastMonth","WatchLastDay","WatchLastMonth","CurrentSubOther","PastSubFocal","PastSubOther","ChatNextMonth","WatchNextMonth"
"iitztimmy",0,1,1,50,50,0,0,0,9,3175
"iitztimmy",0,0,0,5,60,0,0,0,0,285
"iitztimmy",0,0,0,30,1355,0,0,0,0,1445
"iitztimmy",0,0,0,25,25,0,0,0,0,140
"iitztimmy",0,0,0,15,15,0,0,0,0,35
"iitztimmy",0,0,0,5,5,0,0,0,0,5
"iitztimmy",0,0,1,195,2080,0,0,0,0,440
"iitztimmy",0,0,0,5,55,0,0,0,0,0
"iitztimmy",0,0,0,10,30,0,0,0,0,115
"iitztimmy",0,0,0,10,10,1,0,1,0,60
"iitztimmy",0,0,0,475,845,0,0,0,0,2630
"iitztimmy",0,0,0,40,160,0,0,0,0,25
"iitztimmy",0,0,0,20,30,0,0,0,0,15
"iitztimmy",0,0,0,655,655,0,0,0,0,60
"iitztimmy",0,0,0,400,545,0,0,0,0,305
"iitztimmy",0,0,0,440,1195,0,0,0,0,65
"iitztimmy",0,0,0,190,605,0,0,0,0,1910
"iitztimmy",0,0,4,100,3265,0,0,0,1,840
"iitztimmy",0,0,0,55,110,0,0,0,0,145
"iitztimmy",0,0,0,5,5,0,0,0,0,10
"iitztimmy",0,0,0,230,715,0,0,0,0,915
"iitztimmy",0,0,0,30,1655,0,0,0,0,290
"iitztimmy",0,0,0,145,1925,0,0,0,0,130
"iitztimmy",0,0,0,10,10,0,0,0,0,145
"iitztimmy",0,0,0,10,230,0,0,0,0,110
"iitztimmy",0,0,0,10,10,0,0,0,0,30
"iitztimmy",0,0,0,95,265,0,0,0,1,220
"iitztimmy",0,3,3,95,95,0,0,1,0,320
"iitztimmy",0,0,0,10,10,0,0,0,0,0
"iitztimmy",0,0,0,55,55,0,0,0,0,40
"iitztimmy",0,2,2,50,60,0,0,0,0,125
"iitztimmy",0,0,0,55,275,0,0,0,0,140
"iitztimmy",0,0,0,35,35,0,0,0,0,5305
"iitztimmy",0,0,0,55,1085,0,0,0,0,775
"iitztimmy",0,0,0,55,70,0,0,1,0,245
"iitztimmy",0,0,0,50,50,0,0,0,0,5
"iitztimmy",0,0,0,30,40,0,0,0,0,100
"iitztimmy",0,0,0,395,395,0,0,0,0,495
"iitztimmy",0,0,1,10,190,0,0,0,0,320
"iitztimmy",0,0,0,405,545,0,0,1,0,155
"iitztimmy",0,0,0,65,120,0,0,0,1,115
"iitztimmy",0,0,0,55,90,0,0,0,0,20
"iitztimmy",0,0,0,110,750,0,0,0,0,460
"iitztimmy",0,0,2,420,1765,1,0,1,0,1220
"iitztimmy",0,4,5,300,695,0,0,0,3,40
"iitztimmy",0,0,0,50,560,0,0,0,0,1910
"iitztimmy",0,0,0,5,45,1,0,1,11,510
"iitztimmy",0,0,0,15,415,0,0,0,0,1100
"iitztimmy",0,0,0,5,5,0,0,0,0,5
"iitztimmy",0,0,1,10,615,0,0,0,1,690
"iitztimmy",0,0,1,15,55,0,0,0,0,35
"iitztimmy",0,0,0,5,25,0,0,0,0,45
"iitztimmy",0,0,7,15,1260,0,0,0,10,7080
"iitztimmy",0,0,0,5,200,0,0,0,2,350
"iitztimmy",0,4,5,10,10,0,0,0,1,5
"iitztimmy",0,0,0,5,45,0,0,1,0,340
"iitztimmy",0,0,0,15,15,0,0,0,0,100
"iitztimmy",0,3,3,10,60,0,0,0,0,40
"iitztimmy",0,0,0,5,275,1,0,1,43,350
"iitztimmy",0,0,0,10,15,0,0,0,0,10
"iitztimmy",0,0,0,10,235,0,0,0,0,505
"iitztimmy",0,3,3,10,15,0,0,0,54,175
"iitztimmy",0,0,0,5,5,0,0,0,0,145
"iitztimmy",0,0,0,10,10,1,0,1,0,50
"iitztimmy",0,10,10,20,205,1,0,1,40,1790
"iitztimmy",0,0,0,10,4570,0,0,0,3,5515
"iitztimmy",0,0,0,120,120,0,0,0,0,250
"iitztimmy",0,0,0,35,2470,1,0,1,0,1355
"iitztimmy",0,0,0,160,550,0,0,0,0,130
"iitztimmy",0,0,0,25,85,1,0,1,0,680
"iitztimmy",0,0,0,85,85,0,0,0,0,5
"iitztimmy",0,0,0,25,25,0,0,0,0,110
"iitztimmy",0,0,0,445,1530,0,0,0,0,320
"iitztimmy",0,0,0,375,2970,0,0,0,0,790
"iitztimmy",0,0,0,20,25,0,0,0,0,25
"iitztimmy",0,0,0,190,800,0,0,0,8,265
"iitztimmy",0,0,0,90,525,0,0,0,0,600
"iitztimmy",0,1,1,425,425,0,0,0,0,0
"iitztimmy",0,0,0,170,330,0,0,1,1,405
"iitztimmy",0,0,1,365,810,0,0,0,0,545
"iitztimmy",0,0,0,345,1820,0,0,0,1,745
"iitztimmy",0,0,0,335,745,0,0,0,0,555
"iitztimmy",0,0,0,605,2945,0,0,0,1,2185
"iitztimmy",0,0,0,125,1310,0,0,0,0,225
"iitztimmy",0,0,0,30,190,0,0,0,0,55
"iitztimmy",0,0,0,330,540,0,0,0,0,160
"iitztimmy",0,0,0,260,650,1,0,1,0,270
"iitztimmy",0,0,0,165,165,0,0,0,0,140
"iitztimmy",0,0,0,245,275,0,0,0,0,140
"iitztimmy",0,0,0,170,1030,0,0,0,0,395
"iitztimmy",0,0,0,435,1150,1,0,1,0,225
"iitztimmy",0,0,0,40,175,0,0,0,0,145
"iitztimmy",0,0,0,25,80,0,0,0,0,170
"iitztimmy",0,0,0,45,785,0,0,0,0,1220
"iitztimmy",0,0,0,170,690,0,0,0,0,215
"iitztimmy",0,0,0,65,65,0,0,0,0,1790
"iitztimmy",0,0,1,235,1195,0,0,0,0,65
"iitztimmy",0,0,0,5,5,0,0,0,0,5
"iitztimmy",0,0,0,265,320,0,0,0,0,1230
"iitztimmy",0,0,0,55,90,0,0,0,0,60
"iitztimmy",0,0,0,45,75,0,0,0,0,280
"iitztimmy",0,0,0,220,220,0,0,0,0,230
"iitztimmy",0,0,0,500,2600,0,0,0,0,1415
"iitztimmy",0,0,0,340,830,1,0,1,0,185
"iitztimmy",0,0,0,440,650,0,0,0,0,285
"iitztimmy",0,0,0,115,350,0,0,0,0,140
"iitztimmy",0,0,0,5,15,0,0,0,0,65
"iitztimmy",0,0,0,340,3805,0,0,0,0,2710
"iitztimmy",0,0,0,40,40,0,0,0,0,60
"iitztimmy",0,0,0,370,370,0,0,0,0,40
"iitztimmy",0,0,2,785,4745,0,0,0,0,1555
"iitztimmy",0,0,0,25,25,0,0,0,0,80
"iitztimmy",0,2,2,90,90,1,0,1,2,95
"iitztimmy",0,0,0,500,505,0,0,0,0,120
"iitztimmy",0,0,0,260,690,1,0,1,0,1695
"iitztimmy",0,0,0,85,100,0,0,1,0,140
"iitztimmy",0,0,0,300,600,0,0,0,3,835
"iitztimmy",0,0,0,925,9525,0,0,0,0,3920
"iitztimmy",0,0,0,5,5,0,0,0,0,0
"iitztimmy",0,15,15,305,355,0,0,0,46,150
"iitztimmy",0,0,0,20,180,0,0,0,0,270
"iitztimmy",0,0,1,45,965,0,0,0,0,215
"iitztimmy",0,0,0,305,2005,1,0,1,0,1245
"iitztimmy",0,0,0,40,880,0,0,0,0,1635
"iitztimmy",0,0,0,40,260,1,0,1,0,50
"iitztimmy",0,0,0,5,10,0,0,0,0,20
"iitztimmy",0,0,0,150,1250,0,0,0,0,130
"iitztimmy",0,0,0,95,430,0,0,0,0,190
"iitztimmy",0,0,0,190,190,0,0,0,0,180
"iitztimmy",0,0,0,10,65,1,0,1,1,105
"iitztimmy",0,0,0,150,280,0,0,0,0,1115
"iitztimmy",0,0,0,55,2165,0,0,0,0,1080
"iitztimmy",0,0,0,280,355,0,0,0,0,90
"iitztimmy",0,0,0,45,545,0,0,0,0,855
"iitztimmy",0,0,0,5,5,0,0,0,0,0
"iitztimmy",0,0,0,10,1460,0,1,0,0,895
"iitztimmy",0,0,0,5,5,0,0,0,2,95
"iitztimmy",0,0,0,15,75,0,0,0,0,50
"iitztimmy",0,0,1,5,1035,1,0,1,0,75
"iitztimmy",0,0,0,15,1070,0,0,0,0,2855
"iitztimmy",0,0,0,5,345,0,0,1,0,620
"iitztimmy",0,0,0,10,55,0,0,0,0,275
"iitztimmy",0,0,0,5,5,0,0,1,0,20
"iitztimmy",0,0,0,5,2240,0,0,0,0,5845
"iitztimmy",0,0,0,10,1375,0,0,0,0,185
"iitztimmy",0,0,0,5,5,0,0,0,0,85
"iitztimmy",0,0,0,785,1000,0,0,0,0,1280
"iitztimmy",0,0,0,10,990,0,0,0,0,2260
"iitztimmy",0,1,1,15,45,0,0,0,0,60
"iitztimmy",0,0,0,10,80,0,0,0,4,410
"iitztimmy",0,0,0,5,390,0,0,0,0,535
"iitztimmy",0,0,5,5,105,0,0,0,0,25
"iitztimmy",0,0,0,10,1075,0,0,0,0,275
"iitztimmy",0,0,0,10,490,0,0,0,0,520
"iitztimmy",0,0,0,5,15,0,0,0,0,0
"iitztimmy",0,0,0,15,10200,0,0,0,0,8620
"iitztimmy",0,0,0,5,10,1,0,1,0,40
"iitztimmy",0,0,0,10,170,0,0,0,0,140
"iitztimmy",0,0,0,5,45,0,0,0,0,175
"iitztimmy",0,0,0,10,35,0,0,0,0,60
"iitztimmy",0,0,0,5,570,0,0,0,0,315
"iitztimmy",0,0,0,5,495,0,0,0,0,165
"iitztimmy",0,0,0,5,2470,0,0,0,0,2515
"iitztimmy",0,0,0,5,5,0,0,0,0,180
"iitztimmy",0,0,0,10,10,0,0,0,0,5
"iitztimmy",0,0,54,20,475,0,1,0,55,300
"iitztimmy",0,0,0,5,125,0,0,0,0,35
"iitztimmy",0,0,0,25,25,0,0,0,0,25
"iitztimmy",0,0,0,55,545,0,0,0,0,850
"iitztimmy",0,0,0,10,10,0,0,0,0,680
"iitztimmy",0,0,0,45,385,0,0,0,0,350
"iitztimmy",0,0,1,20,25,0,0,0,0,250
"iitztimmy",0,0,0,5,125,1,0,1,0,30
"iitztimmy",0,0,1,60,510,0,0,0,1,810
"iitztimmy",0,0,0,55,170,0,0,0,0,420
"iitztimmy",0,1,1,295,7020,1,0,1,0,9195
"iitztimmy",0,0,0,15,45,0,0,0,0,20
"iitztimmy",0,3,3,75,90,1,0,1,1,500
"iitztimmy",0,0,0,75,75,1,0,1,0,75
"iitztimmy",0,0,0,20,20,0,0,0,2,55
"iitztimmy",0,1,1,5,5,0,0,0,2,10
"iitztimmy",0,0,0,30,30,0,0,0,0,80
"iitztimmy",0,0,0,20,20,0,0,0,0,35
"iitztimmy",0,0,0,55,55,0,0,0,0,50
"iitztimmy",0,0,0,55,125,0,0,0,0,230
"iitztimmy",0,0,0,20,20,0,0,0,0,10
"iitztimmy",0,1,1,35,750,0,0,0,0,465
"iitztimmy",0,0,0,5,260,0,0,0,0,2905
"iitztimmy",0,0,0,5,390,0,0,0,0,210
"iitztimmy",0,0,0,65,65,0,0,0,0,230
"iitztimmy",0,0,0,55,100,0,0,0,0,120
"iitztimmy",0,0,0,5,5,0,0,0,0,30
"iitztimmy",0,0,0,5,5,0,0,0,0,5
"iitztimmy",0,0,0,25,25,0,0,0,0,685
"iitztimmy",0,0,24,1015,1655,0,0,0,0,1220
"iitztimmy",0,0,1,30,195,0,0,0,0,155
"iitztimmy",0,0,0,5,100,0,0,1,0,40
"iitztimmy",0,0,0,70,135,0,0,0,0,1545
"iitztimmy",0,0,0,5,10,0,0,0,0,5
"iitztimmy",0,2,3,45,145,0,0,0,1,185
"iitztimmy",0,0,0,45,45,0,0,0,0,220
"iitztimmy",0,0,0,80,1445,0,0,1,0,335
"iitztimmy",0,0,0,110,8165,0,0,0,0,3480
"iitztimmy",0,0,0,30,30,0,0,0,0,175
"iitztimmy",0,0,0,0,0,0,0,0,0,5
"iitztimmy",0,0,0,5,5,0,0,1,0,0
"iitztimmy",0,0,0,15,15,0,0,0,0,4200
"iitztimmy",0,0,0,100,1455,1,0,1,0,435
"iitztimmy",0,0,0,45,45,1,0,1,0,330
"iitztimmy",0,0,0,90,555,0,0,0,0,220
"iitztimmy",0,0,0,35,290,0,0,0,0,190
"iitztimmy",0,0,0,10,10,0,0,0,0,0
"iitztimmy",0,0,0,10,750,0,0,0,1,1440
"iitztimmy",0,0,0,5,20,0,0,0,0,10
"iitztimmy",0,11,11,75,75,0,0,0,1,95
"iitztimmy",0,0,0,5,15,0,0,0,0,15
"iitztimmy",0,0,0,0,5,0,0,0,1,100
"iitztimmy",0,0,0,150,175,0,0,0,0,65
"iitztimmy",0,0,0,115,520,0,0,0,5,1405
"iitztimmy",0,0,0,10,10,0,0,0,0,65
"iitztimmy",0,0,0,15,475,0,0,0,0,655
"iitztimmy",0,0,0,60,160,0,0,0,0,55
"iitztimmy",0,2,2,55,55,1,0,1,0,0
"iitztimmy",0,2,2,130,580,0,0,0,0,250
"iitztimmy",0,3,4,135,650,0,0,0,0,65
"iitztimmy",0,0,0,10,135,0,0,0,0,0
"iitztimmy",0,32,32,130,220,1,0,1,12,360
"iitztimmy",0,3,3,60,205,0,0,0,0,35
"iitztimmy",0,3,3,50,50,0,0,0,0,30
"iitztimmy",0,0,0,100,435,0,0,0,0,1290
"iitztimmy",0,13,18,355,550,0,0,0,2,190
"iitztimmy",0,0,0,55,225,0,0,0,2,215
"iitztimmy",0,3,3,55,125,0,0,0,2,45
"iitztimmy",0,1,1,90,155,0,0,0,0,240
"iitztimmy",0,31,31,145,145,0,0,0,0,60
"iitztimmy",0,15,15,85,140,1,0,1,0,470
"iitztimmy",0,1,1,30,535,0,0,0,0,530
"iitztimmy",0,3,3,85,90,1,0,1,4,65
"iitztimmy",0,14,14,45,45,0,0,0,0,600
"iitztimmy",0,4,11,405,2655,0,0,0,15,3500
"iitztimmy",0,4,4,35,220,0,0,0,0,85
"iitztimmy",0,7,7,5,1095,0,1,0,1,115
"iitztimmy",0,0,0,100,1000,0,0,0,0,225
"iitztimmy",0,21,21,10,10,0,0,0,2,15
"iitztimmy",0,0,0,120,120,0,0,0,4,45
"iitztimmy",0,0,0,100,775,0,0,0,0,555
"iitztimmy",0,12,12,115,140,0,0,0,6,605
"iitztimmy",0,2,2,35,35,0,0,0,0,10
"iitztimmy",0,2,2,80,215,0,0,0,0,145
"iitztimmy",0,6,6,80,80,0,0,0,4,45
"iitztimmy",0,0,0,105,190,0,0,0,0,35
"iitztimmy",0,2,2,50,50,0,0,0,0,350
"iitztimmy",0,0,0,60,180,0,0,0,0,145
"iitztimmy",0,12,12,110,110,0,0,0,2,80
"iitztimmy",0,10,10,75,140,0,0,0,5,40
"iitztimmy",0,0,0,85,440,0,0,0,0,70
"iitztimmy",0,2,2,20,30,1,0,1,84,275
"iitztimmy",0,18,40,920,24770,0,0,0,45,26770
"iitztimmy",0,3,3,80,80,0,0,0,1,35
"iitztimmy",0,0,1,5,75,0,0,0,0,150
"iitztimmy",0,1,1,85,85,0,0,0,0,35
"iitztimmy",0,43,49,105,145,0,0,0,8,45
"iitztimmy",0,1,1,15,15,0,0,0,2,10
"iitztimmy",0,1,1,185,1295,0,0,0,0,1410
"iitztimmy",0,1,1,95,1330,0,0,0,1,130
"iitztimmy",0,0,0,65,685,0,0,0,0,525
"iitztimmy",0,2,2,15,50,0,0,0,0,0
"iitztimmy",0,4,4,55,55,0,0,0,0,30
"iitztimmy",0,0,0,70,360,0,0,0,0,910
"iitztimmy",0,3,3,95,200,0,0,0,0,635
"iitztimmy",0,0,0,45,45,0,0,0,0,60
"iitztimmy",0,2,2,25,230,0,0,0,0,60
"iitztimmy",0,0,1,95,715,0,0,0,0,1205
"iitztimmy",0,4,4,55,55,0,0,0,1,45
"iitztimmy",0,8,8,70,145,0,0,0,1,55
"iitztimmy",0,83,83,110,110,0,0,0,22,40
"iitztimmy",0,3,3,15,15,0,0,0,1,25
"iitztimmy",0,7,7,50,50,0,0,0,5,45
"iitztimmy",0,1,1,55,65,0,0,0,0,30
"iitztimmy",0,0,0,80,270,0,0,0,0,810
"iitztimmy",0,0,0,130,130,0,0,0,0,535
"iitztimmy",0,1,1,25,30,0,0,0,0,5
"iitztimmy",0,1,1,35,145,0,0,0,1,135
"iitztimmy",0,0,1,55,780,0,0,0,4,1145
"iitztimmy",0,7,7,95,170,0,0,0,5,80
"iitztimmy",0,0,4,970,31040,0,0,0,56,28110
"iitztimmy",0,0,0,55,135,0,0,0,0,435
"iitztimmy",0,0,0,45,70,0,0,0,0,0
"iitztimmy",0,0,0,105,155,0,0,0,0,275
"iitztimmy",0,0,0,50,50,0,0,0,0,2065
"iitztimmy",0,0,0,25,80,0,0,0,0,0
"iitztimmy",0,24,33,205,305,0,0,0,14,630
"iitztimmy",0,11,11,25,370,0,0,0,1,1485
"iitztimmy",0,1,1,90,95,0,0,0,0,40
"iitztimmy",0,7,7,115,1745,0,1,0,2,660
"iitztimmy",0,11,11,95,95,0,0,0,3,75
"iitztimmy",0,4,4,10,10,0,0,0,21,110
"iitztimmy",0,3,3,15,55,0,0,0,1,75
"iitztimmy",0,6,6,90,90,0,0,0,0,190
"iitztimmy",0,0,0,95,140,0,0,0,0,1510
"iitztimmy",0,0,1,320,3650,0,0,0,0,360
"iitztimmy",0,0,0,40,65,0,0,0,0,25
"iitztimmy",0,0,0,35,50,0,1,0,0,55
"iitztimmy",0,0,0,225,2700,0,0,0,0,525
"iitztimmy",0,0,3,45,425,0,0,0,2,145
"iitztimmy",0,0,0,95,125,0,0,0,0,45
"iitztimmy",0,0,0,45,785,0,0,1,0,1890
"iitztimmy",0,0,0,100,100,0,0,0,0,475
"iitztimmy",0,0,0,50,105,0,0,0,0,50
"iitztimmy",0,0,0,35,45,0,0,0,0,325
"iitztimmy",0,0,0,5,5,0,0,0,0,5
"iitztimmy",0,0,0,20,875,0,0,0,0,315
"iitztimmy",0,0,0,120,425,0,0,0,0,665
"iitztimmy",0,0,0,40,665,0,0,0,0,190
"iitztimmy",0,0,0,40,3160,0,0,0,0,705
"iitztimmy",0,0,0,70,170,0,0,0,0,165
"iitztimmy",0,2,2,45,80,0,0,0,3,75
"iitztimmy",0,0,0,5,5160,0,0,0,0,5915
"iitztimmy",0,0,0,55,100,0,0,0,0,430
"iitztimmy",0,0,0,1145,3900,0,0,0,0,22790
"iitztimmy",0,0,0,75,780,1,1,1,0,1270
"iitztimmy",0,0,0,5,25,0,0,0,0,90
"iitztimmy",0,0,8,75,215,0,0,1,1,170
"iitztimmy",0,0,0,35,40,0,0,0,5,85
"iitztimmy",0,0,0,205,4295,0,0,0,0,5390
"iitztimmy",0,0,0,25,25,0,0,0,0,30
"iitztimmy",0,0,0,15,95,0,0,0,0,100
"iitztimmy",0,0,0,85,85,0,0,0,0,395
"iitztimmy",0,0,0,105,5855,1,0,1,0,1305
"iitztimmy",0,0,0,20,20,0,0,0,0,60
"iitztimmy",0,0,0,75,210,0,0,0,0,40
"iitztimmy",0,4,4,695,1395,1,0,1,1,1080
"iitztimmy",0,9,9,75,75,0,0,0,9,160
"iitztimmy",0,2,2,65,85,0,0,0,1,160
"iitztimmy",0,2,2,5,185,0,0,0,1,100
"iitztimmy",0,0,0,60,65,0,0,1,2,810
"iitztimmy",0,1,1,425,2550,0,0,0,0,115
"iitztimmy",0,2,2,5,10,0,0,0,15,85
"iitztimmy",0,0,11,20,505,1,0,1,3,185
"iitztimmy",0,0,0,85,1390,0,0,1,0,235
"iitztimmy",0,14,14,75,75,0,0,0,6,50
"iitztimmy",0,0,0,725,4190,0,0,0,0,560
"iitztimmy",0,7,10,125,455,0,0,0,119,2980
"iitztimmy",0,4,4,25,25,0,0,0,14,95
"iitztimmy",0,6,6,85,85,1,0,1,4,300
"iitztimmy",0,0,0,40,5780,0,0,0,0,6895
"iitztimmy",0,0,0,60,60,0,0,0,0,5
"iitztimmy",0,3,8,60,65,0,0,0,0,125
"iitztimmy",0,30,30,110,435,0,0,0,52,1730
"iitztimmy",0,0,0,5,10,1,0,1,0,125
"iitztimmy",0,0,0,60,135,0,0,0,0,130
"iitztimmy",0,0,0,100,675,0,0,0,0,840
"iitztimmy",0,0,1,5,210,0,0,0,5,840
"iitztimmy",0,0,0,75,945,0,0,0,0,2700
"iitztimmy",0,7,7,150,380,0,0,0,1,965
"iitztimmy",0,0,1,65,1330,0,0,0,0,1495
"iitztimmy",0,0,1,80,205,0,0,0,2,460
"iitztimmy",0,20,20,110,110,0,0,0,13,300
"iitztimmy",0,0,0,285,4055,1,0,1,0,4715
"iitztimmy",0,7,7,30,40,0,0,0,0,195
"iitztimmy",0,0,0,50,220,0,0,0,0,15
"iitztimmy",0,0,0,30,70,0,0,0,0,130
"iitztimmy",0,0,0,105,555,0,0,0,4,1265
"iitztimmy",0,3,3,5,390,0,0,0,2,235
"iitztimmy",0,1,1,60,70,0,0,0,0,110
"iitztimmy",0,1,1,15,15,0,0,0,4,85
"iitztimmy",0,0,0,60,60,0,0,0,0,45
"iitztimmy",0,0,0,50,135,0,0,1,0,45
"iitztimmy",0,2,2,75,195,0,0,0,1,115
"iitztimmy",0,3,3,55,405,0,0,0,2,270
"iitztimmy",0,0,0,5,190,0,0,0,1,210
"iitztimmy",0,1,2,5,90,1,0,1,2,135
"iitztimmy",0,1,1,80,1370,0,0,0,0,2685
"iitztimmy",0,1,1,75,75,0,0,0,0,100
"iitztimmy",0,10,10,35,45,1,0,1,15,135
"iitztimmy",0,2,3,5,25,0,0,0,29,80
"iitztimmy",0,1,1,45,70,0,0,0,12,1020
"iitztimmy",0,0,0,30,450,0,0,0,0,230
"iitztimmy",0,0,2,10,210,0,0,0,0,20
"iitztimmy",0,0,0,5,5,0,0,0,0,15
"iitztimmy",0,3,6,75,470,0,0,0,2,325
"iitztimmy",0,2,2,20,45,0,0,0,2,55
"iitztimmy",0,0,1,55,615,0,0,0,0,1450
"iitztimmy",0,0,0,10,25,0,0,0,0,30
"iitztimmy",0,0,0,25,1180,1,0,1,0,395
"iitztimmy",0,0,0,80,335,0,0,0,1,945
"iitztimmy",0,0,0,35,35,0,0,0,0,55
"iitztimmy",0,0,0,10,600,0,0,0,0,655
"iitztimmy",0,0,0,50,50,0,0,0,0,165
"iitztimmy",0,0,0,45,165,0,0,0,0,185
"iitztimmy",0,0,0,90,1380,0,0,0,0,2500
"iitztimmy",0,0,19,75,380,0,1,0,0,245
"iitztimmy",0,0,0,45,190,0,0,0,0,225
"iitztimmy",0,0,0,30,135,0,0,0,0,15
"iitztimmy",0,2,2,35,35,0,0,0,3,65
"iitztimmy",0,0,0,25,25,0,0,0,0,595
"iitztimmy",0,0,0,5,5,0,0,0,0,0
"iitztimmy",0,0,2,85,4780,0,1,0,0,2720
"iitztimmy",0,0,0,40,50,0,0,0,2,145
"iitztimmy",0,6,6,20,20,0,0,0,8,30
"iitztimmy",0,0,0,30,180,0,0,0,0,85
"iitztimmy",0,2,2,30,565,0,1,0,49,315
"iitztimmy",0,0,0,85,85,0,0,0,0,165
"iitztimmy",0,2,13,20,665,0,0,0,68,645
"iitztimmy",0,0,0,30,30,0,0,0,0,155
"iitztimmy",0,0,0,65,720,0,0,0,0,625
"iitztimmy",0,0,0,115,1465,0,0,0,0,1715
"iitztimmy",0,6,9,150,1015,0,0,0,1,155
"iitztimmy",0,7,7,40,430,0,0,0,0,310
"iitztimmy",0,18,36,10,755,0,1,0,78,1955
"iitztimmy",0,15,15,135,400,0,0,0,8,85
"iitztimmy",0,6,6,55,60,0,0,0,0,30
"iitztimmy",0,4,17,90,660,1,0,1,0,810
"iitztimmy",0,0,0,5,200,0,0,0,0,0
"iitztimmy",0,0,0,30,30,0,0,0,0,55
"iitztimmy",0,6,6,80,80,1,0,1,0,45
"iitztimmy",0,1,1,65,100,0,0,0,1,90
"iitztimmy",0,1,1,55,55,0,0,0,1,30
"iitztimmy",0,9,9,130,135,1,0,1,2,105
"iitztimmy",0,0,0,10,15,1,0,1,0,155
"iitztimmy",0,8,8,140,555,0,0,0,1,445
"iitztimmy",0,3,3,120,260,0,0,0,1,30
"iitztimmy",0,9,9,120,120,0,0,0,4,30
"iitztimmy",0,1,1,40,95,1,0,1,0,35
"iitztimmy",0,0,0,130,335,0,0,0,0,30
"iitztimmy",0,1,1,105,140,0,0,0,0,160
"iitztimmy",0,17,18,130,275,1,0,1,3,30
"iitztimmy",0,8,8,60,60,0,0,0,1,60
"iitztimmy",0,45,45,100,100,0,0,0,10,30
"iitztimmy",0,2,2,90,425,0,0,0,0,65
"iitztimmy",0,6,6,30,40,0,0,0,0,30
"iitztimmy",0,15,25,35,270,1,0,1,11,160
"iitztimmy",0,26,26,65,65,0,0,0,1,30
"iitztimmy",0,8,8,135,135,1,0,1,0,30
"iitztimmy",0,0,6,45,185,0,0,0,3,305
"iitztimmy",0,10,12,275,7020,0,0,1,18,5710
"iitztimmy",0,3,3,70,70,0,0,0,2,210
"iitztimmy",0,36,39,150,1265,1,0,1,18,1030
"iitztimmy",0,1,1,130,235,0,0,0,0,30
"iitztimmy",0,0,0,25,65,0,0,0,0,30
"iitztimmy",0,9,15,230,755,0,0,0,0,340
"iitztimmy",0,1,1,70,95,0,0,0,0,20
"iitztimmy",0,0,0,90,1935,0,0,0,0,85
"iitztimmy",0,9,9,110,145,0,0,0,2,230
"iitztimmy",0,0,0,65,65,0,0,0,0,160
"iitztimmy",0,0,0,420,420,0,0,0,1,440
"iitztimmy",0,1,1,110,110,0,0,0,0,295
"iitztimmy",0,0,11,75,560,1,0,1,3,130
"iitztimmy",0,0,0,55,605,0,0,0,0,285
"iitztimmy",0,0,0,60,60,0,0,0,0,25
"iitztimmy",0,4,4,105,110,0,0,0,0,20
"iitztimmy",0,0,0,25,40,0,0,0,0,115
"iitztimmy",0,16,16,70,70,0,0,1,1,20
"iitztimmy",0,4,4,25,70,0,0,0,3,115
"iitztimmy",0,1,1,440,1515,0,0,0,0,940
"iitztimmy",0,0,0,105,3255,0,0,0,0,685
"iitztimmy",0,8,8,35,35,0,0,0,0,30
"iitztimmy",0,0,0,5,645,0,0,0,0,245
"iitztimmy",0,0,0,5,140,0,0,0,0,110
"iitztimmy",0,0,0,380,5365,0,1,0,0,3570
"iitztimmy",0,0,3,15,225,0,0,0,4,125
"iitztimmy",0,0,0,65,255,0,0,0,0,90
"iitztimmy",0,0,0,10,10,0,0,0,4,80
"iitztimmy",0,0,1,85,2460,0,0,0,0,3000
"iitztimmy",0,0,0,90,420,0,0,1,0,200
"iitztimmy",0,0,0,85,555,0,0,0,0,205
"iitztimmy",0,0,0,5,5,0,0,0,0,5
"iitztimmy",0,1,1,15,1865,0,0,0,0,1055
"iitztimmy",0,0,0,85,120,0,0,0,0,160
"iitztimmy",0,0,1,195,460,0,0,1,0,100
"iitztimmy",0,0,0,5,160,1,0,1,0,195
"iitztimmy",0,0,0,1200,35825,1,0,1,0,35165
"iitztimmy",0,0,0,45,215,1,0,1,0,825
"iitztimmy",0,0,0,70,115,0,0,0,0,310
"iitztimmy",0,0,0,295,5600,0,0,0,3,7775
"iitztimmy",0,1,1,35,280,0,0,0,0,115
"iitztimmy",0,0,0,35,35,0,0,0,1,60
"iitztimmy",0,0,0,80,160,0,0,0,0,1300
"iitztimmy",0,1,1,310,1955,0,0,0,0,1225
"iitztimmy",0,0,0,35,230,0,0,0,0,80
"iitztimmy",0,1,1,5,5,0,0,0,0,5
"iitztimmy",0,0,1,355,3850,0,0,0,0,1475
"iitztimmy",0,4,4,25,190,1,1,1,0,1740
"iitztimmy",0,0,0,115,1730,0,0,0,0,885
"iitztimmy",0,0,0,20,310,0,0,0,0,130
"iitztimmy",0,0,0,385,1485,0,0,0,0,220
"iitztimmy",0,0,0,125,130,0,0,0,0,575
"iitztimmy",0,2,3,5,55,0,0,0,0,0
"iitztimmy",0,0,0,40,65,0,0,0,0,5
"iitztimmy",0,0,0,340,525,0,0,0,0,255
