"resp.id","ques","alt","chid","carpool","seat","cargo","eng","price","choice"
52,7,1,772,"yes","6","3ft","gas","35",1
52,7,2,772,"yes","8","2ft","gas","30",0
52,7,3,772,"yes","6","3ft","hyb","30",0
52,8,1,773,"yes","6","2ft","gas","40",1
52,8,2,773,"yes","7","2ft","hyb","40",0
52,8,3,773,"yes","6","2ft","elec","35",0
52,9,1,774,"yes","6","2ft","elec","30",0
52,9,2,774,"yes","6","3ft","gas","30",1
52,9,3,774,"yes","7","2ft","gas","40",0
52,10,1,775,"yes","7","2ft","gas","35",1
52,10,2,775,"yes","8","3ft","hyb","40",0
52,10,3,775,"yes","8","2ft","hyb","35",0
52,11,1,776,"yes","8","3ft","gas","35",1
52,11,2,776,"yes","6","2ft","hyb","35",0
52,11,3,776,"yes","6","3ft","hyb","40",0
52,12,1,777,"yes","7","3ft","gas","30",1
52,12,2,777,"yes","6","2ft","hyb","30",0
52,12,3,777,"yes","8","2ft","gas","40",0
52,13,1,778,"yes","7","3ft","hyb","40",0
52,13,2,778,"yes","6","2ft","gas","30",0
52,13,3,778,"yes","8","3ft","hyb","30",1
52,14,1,779,"yes","6","3ft","elec","40",0
52,14,2,779,"yes","8","3ft","elec","30",0
52,14,3,779,"yes","7","2ft","gas","30",1
52,15,1,780,"yes","7","2ft","hyb","35",0
52,15,2,780,"yes","7","2ft","elec","40",0
52,15,3,780,"yes","6","3ft","elec","35",1
53,1,1,781,"no","7","2ft","gas","40",1
53,1,2,781,"no","8","3ft","hyb","40",0
53,1,3,781,"no","8","2ft","hyb","35",0
53,2,1,782,"no","7","2ft","hyb","35",0
53,2,2,782,"no","7","3ft","elec","30",1
53,2,3,782,"no","8","3ft","hyb","35",0
53,3,1,783,"no","7","3ft","hyb","35",0
53,3,2,783,"no","6","3ft","hyb","30",1
53,3,3,783,"no","6","3ft","elec","30",0
53,4,1,784,"no","8","2ft","hyb","40",0
53,4,2,784,"no","7","2ft","elec","35",0
53,4,3,784,"no","8","3ft","gas","35",1
53,5,1,785,"no","8","2ft","gas","30",0
53,5,2,785,"no","8","3ft","gas","40",1
53,5,3,785,"no","6","3ft","elec","40",0
53,6,1,786,"no","7","3ft","hyb","40",0
53,6,2,786,"no","8","2ft","gas","40",0
53,6,3,786,"no","6","3ft","hyb","35",1
53,7,1,787,"no","6","2ft","elec","35",0
53,7,2,787,"no","6","2ft","elec","40",0
53,7,3,787,"no","6","3ft","elec","35",1
53,8,1,788,"no","6","2ft","gas","35",0
53,8,2,788,"no","8","2ft","hyb","30",1
53,8,3,788,"no","6","2ft","hyb","40",0
53,9,1,789,"no","6","2ft","gas","30",1
53,9,2,789,"no","6","2ft","gas","40",0
53,9,3,789,"no","6","2ft","hyb","35",0
53,10,1,790,"no","8","2ft","elec","35",0
53,10,2,790,"no","7","3ft","gas","35",1
53,10,3,790,"no","8","3ft","elec","30",0
53,11,1,791,"no","7","3ft","elec","35",0
53,11,2,791,"no","8","2ft","elec","40",0
53,11,3,791,"no","6","2ft","hyb","30",1
53,12,1,792,"no","7","2ft","gas","35",0
53,12,2,792,"no","6","2ft","elec","30",0
53,12,3,792,"no","6","3ft","gas","30",1
53,13,1,793,"no","7","3ft","elec","40",0
53,13,2,793,"no","7","2ft","gas","30",1
53,13,3,793,"no","7","2ft","hyb","40",0
53,14,1,794,"no","7","2ft","elec","30",0
53,14,2,794,"no","7","3ft","gas","40",1
53,14,3,794,"no","8","3ft","elec","35",0
53,15,1,795,"no","8","3ft","elec","40",0
53,15,2,795,"no","8","3ft","gas","30",1
53,15,3,795,"no","7","2ft","hyb","30",0
54,1,1,796,"no","8","2ft","hyb","40",0
54,1,2,796,"no","6","3ft","hyb","30",1
54,1,3,796,"no","6","2ft","gas","35",0
54,2,1,797,"no","8","3ft","gas","30",1
54,2,2,797,"no","8","2ft","elec","40",0
54,2,3,797,"no","7","2ft","elec","35",0
54,3,1,798,"no","6","3ft","gas","40",1
54,3,2,798,"no","7","3ft","hyb","35",0
54,3,3,798,"no","6","2ft","gas","40",0
54,4,1,799,"no","6","2ft","hyb","30",1
54,4,2,799,"no","7","2ft","elec","30",0
54,4,3,799,"no","8","3ft","hyb","40",0
54,5,1,800,"no","8","2ft","hyb","35",0
54,5,2,800,"no","7","2ft","gas","40",0
54,5,3,800,"no","8","2ft","hyb","30",1
54,6,1,801,"no","6","3ft","hyb","35",1
54,6,2,801,"no","6","3ft","elec","40",0
54,6,3,801,"no","8","3ft","elec","30",0
54,7,1,802,"no","7","2ft","hyb","40",0
54,7,2,802,"no","6","2ft","elec","30",0
54,7,3,802,"no","8","3ft","hyb","35",1
54,8,1,803,"no","7","3ft","hyb","30",1
54,8,2,803,"no","7","3ft","hyb","40",0
54,8,3,803,"no","6","3ft","elec","30",0
54,9,1,804,"no","8","3ft","elec","35",0
54,9,2,804,"no","6","2ft","gas","30",1
54,9,3,804,"no","8","2ft","gas","35",0
54,10,1,805,"no","8","2ft","elec","30",0
54,10,2,805,"no","6","2ft","elec","40",0
54,10,3,805,"no","8","3ft","hyb","30",1
54,11,1,806,"no","8","3ft","elec","40",0
54,11,2,806,"no","6","3ft","elec","35",0
54,11,3,806,"no","7","2ft","gas","30",1
54,12,1,807,"no","8","3ft","gas","40",1
54,12,2,807,"no","8","3ft","gas","35",0
54,12,3,807,"no","7","3ft","gas","30",0
54,13,1,808,"no","7","2ft","elec","40",0
54,13,2,808,"no","7","3ft","gas","40",0
54,13,3,808,"no","7","2ft","gas","35",1
54,14,1,809,"no","6","3ft","gas","30",1
54,14,2,809,"no","6","2ft","hyb","35",0
54,14,3,809,"no","6","3ft","gas","35",0
54,15,1,810,"no","7","3ft","gas","35",0
54,15,2,810,"no","8","2ft","gas","40",1
54,15,3,810,"no","6","2ft","elec","35",0
55,1,1,811,"no","7","3ft","gas","40",0
55,1,2,811,"no","6","2ft","hyb","30",1
55,1,3,811,"no","8","2ft","hyb","30",0
55,2,1,812,"no","8","3ft","hyb","30",1
55,2,2,812,"no","7","2ft","elec","30",0
55,2,3,812,"no","8","3ft","hyb","35",0
55,3,1,813,"no","6","2ft","elec","35",0
55,3,2,813,"no","7","3ft","hyb","30",1
55,3,3,813,"no","7","3ft","hyb","40",0
55,4,1,814,"no","6","2ft","hyb","35",0
55,4,2,814,"no","7","3ft","gas","30",1
55,4,3,814,"no","8","2ft","elec","35",0
55,5,1,815,"no","7","3ft","elec","35",0
55,5,2,815,"no","8","2ft","hyb","40",1
55,5,3,815,"no","8","2ft","elec","40",0
55,6,1,816,"no","6","2ft","gas","35",0
55,6,2,816,"no","6","3ft","elec","30",1
55,6,3,816,"no","6","3ft","hyb","35",0
55,7,1,817,"no","6","3ft","hyb","40",0
55,7,2,817,"no","6","3ft","gas","35",1
55,7,3,817,"no","6","3ft","elec","40",0
55,8,1,818,"no","6","2ft","elec","40",0
55,8,2,818,"no","7","2ft","gas","40",0
55,8,3,818,"no","6","3ft","gas","30",1
55,9,1,819,"no","6","3ft","hyb","30",1
55,9,2,819,"no","7","3ft","elec","40",0
55,9,3,819,"no","7","2ft","gas","30",0
55,10,1,820,"no","8","3ft","elec","30",1
55,10,2,820,"no","6","3ft","gas","40",0
55,10,3,820,"no","7","2ft","hyb","40",0
55,11,1,821,"no","8","3ft","gas","30",1
55,11,2,821,"no","6","2ft","gas","30",0
55,11,3,821,"no","7","2ft","hyb","30",0
55,12,1,822,"no","7","2ft","elec","35",0
55,12,2,822,"no","8","3ft","gas","35",1
55,12,3,822,"no","8","3ft","gas","40",0
55,13,1,823,"no","8","2ft","elec","30",0
55,13,2,823,"no","8","2ft","hyb","35",0
55,13,3,823,"no","6","2ft","elec","30",1
55,14,1,824,"no","8","3ft","elec","40",0
55,14,2,824,"no","8","3ft","hyb","40",0
55,14,3,824,"no","8","3ft","elec","35",1
55,15,1,825,"no","7","2ft","elec","40",0
55,15,2,825,"no","7","2ft","gas","35",0
55,15,3,825,"no","7","3ft","hyb","35",1
56,1,1,826,"no","6","2ft","hyb","35",0
56,1,2,826,"no","7","2ft","elec","40",0
56,1,3,826,"no","8","3ft","hyb","35",1
56,2,1,827,"no","6","2ft","gas","40",1
56,2,2,827,"no","8","3ft","elec","35",0
56,2,3,827,"no","7","2ft","gas","40",0
56,3,1,828,"no","7","2ft","elec","30",0
56,3,2,828,"no","7","3ft","elec","40",0
56,3,3,828,"no","7","2ft","hyb","30",1
56,4,1,829,"no","8","3ft","hyb","30",1
56,4,2,829,"no","6","2ft","elec","40",0
56,4,3,829,"no","7","2ft","hyb","40",0
56,5,1,830,"no","8","2ft","hyb","40",0
56,5,2,830,"no","6","3ft","gas","40",0
56,5,3,830,"no","8","2ft","elec","30",1
56,6,1,831,"no","8","3ft","gas","35",1
56,6,2,831,"no","7","3ft","hyb","30",0
56,6,3,831,"no","6","3ft","gas","35",0
56,7,1,832,"no","8","2ft","gas","35",0
56,7,2,832,"no","7","3ft","hyb","35",0
56,7,3,832,"no","6","2ft","gas","35",1
56,8,1,833,"no","7","2ft","gas","30",0
56,8,2,833,"no","8","2ft","gas","30",0
56,8,3,833,"no","7","3ft","gas","35",1
56,9,1,834,"no","8","3ft","elec","40",0
56,9,2,834,"no","7","3ft","hyb","40",0
56,9,3,834,"no","8","3ft","gas","40",1
56,10,1,835,"no","6","3ft","elec","30",0
56,10,2,835,"no","6","2ft","gas","30",1
56,10,3,835,"no","8","3ft","hyb","40",0
56,11,1,836,"no","6","3ft","hyb","30",1
56,11,2,836,"no","7","3ft","gas","30",0
56,11,3,836,"no","6","3ft","hyb","40",0
56,12,1,837,"no","7","3ft","elec","35",0
56,12,2,837,"no","8","3ft","gas","30",1
56,12,3,837,"no","7","2ft","elec","35",0
56,13,1,838,"no","6","2ft","elec","30",0
56,13,2,838,"no","6","3ft","elec","35",0
56,13,3,838,"no","8","2ft","hyb","35",1
56,14,1,839,"no","7","3ft","elec","30",0
56,14,2,839,"no","7","2ft","gas","35",1
56,14,3,839,"no","8","2ft","hyb","30",0
56,15,1,840,"no","6","2ft","elec","35",0
56,15,2,840,"no","7","2ft","hyb","35",0
56,15,3,840,"no","6","3ft","gas","30",1
57,1,1,841,"yes","8","2ft","hyb","40",0
57,1,2,841,"yes","6","3ft","elec","30",1
57,1,3,841,"yes","6","2ft","hyb","30",0
57,2,1,842,"yes","8","2ft","elec","40",0
57,2,2,842,"yes","7","2ft","elec","40",0
57,2,3,842,"yes","6","3ft","gas","40",1
57,3,1,843,"yes","6","3ft","elec","40",0
57,3,2,843,"yes","6","2ft","gas","35",0
57,3,3,843,"yes","8","3ft","gas","30",1
57,4,1,844,"yes","6","3ft","hyb","40",0
57,4,2,844,"yes","7","2ft","hyb","40",0
57,4,3,844,"yes","8","3ft","elec","30",1
57,5,1,845,"yes","6","3ft","gas","35",1
57,5,2,845,"yes","8","3ft","hyb","40",0
57,5,3,845,"yes","7","3ft","hyb","40",0
57,6,1,846,"yes","6","2ft","hyb","35",1
57,6,2,846,"yes","8","3ft","elec","35",0
57,6,3,846,"yes","8","3ft","gas","40",0
57,7,1,847,"yes","8","2ft","gas","35",0
57,7,2,847,"yes","8","3ft","hyb","30",0
57,7,3,847,"yes","7","3ft","hyb","35",1
57,8,1,848,"yes","6","3ft","hyb","30",0
57,8,2,848,"yes","8","2ft","gas","30",0
57,8,3,848,"yes","6","3ft","gas","30",1
57,9,1,849,"yes","7","3ft","elec","35",1
57,9,2,849,"yes","7","2ft","hyb","35",0
57,9,3,849,"yes","6","2ft","elec","40",0
57,10,1,850,"yes","8","3ft","hyb","35",0
57,10,2,850,"yes","6","2ft","elec","30",1
57,10,3,850,"yes","6","2ft","gas","40",0
57,11,1,851,"yes","7","2ft","elec","35",0
57,11,2,851,"yes","7","3ft","gas","30",0
57,11,3,851,"yes","7","3ft","gas","40",1
57,12,1,852,"yes","8","2ft","gas","40",0
57,12,2,852,"yes","7","3ft","elec","30",1
57,12,3,852,"yes","7","3ft","gas","35",0
57,13,1,853,"yes","8","2ft","elec","35",0
57,13,2,853,"yes","7","3ft","elec","40",1
57,13,3,853,"yes","7","2ft","gas","40",0
57,14,1,854,"yes","6","2ft","gas","30",0
57,14,2,854,"yes","6","3ft","elec","35",1
57,14,3,854,"yes","6","3ft","hyb","35",0
57,15,1,855,"yes","7","2ft","hyb","30",0
57,15,2,855,"yes","8","2ft","hyb","30",0
57,15,3,855,"yes","7","2ft","gas","35",1
58,1,1,856,"no","6","2ft","hyb","30",0
58,1,2,856,"no","6","2ft","gas","30",1
58,1,3,856,"no","6","3ft","gas","35",0
58,2,1,857,"no","7","3ft","gas","30",0
58,2,2,857,"no","6","3ft","gas","30",1
58,2,3,857,"no","7","3ft","hyb","40",0
58,3,1,858,"no","6","3ft","elec","40",0
58,3,2,858,"no","8","3ft","gas","30",1
58,3,3,858,"no","7","2ft","hyb","35",0
58,4,1,859,"no","6","2ft","elec","40",0
58,4,2,859,"no","6","3ft","hyb","35",1
58,4,3,859,"no","7","2ft","gas","40",0
58,5,1,860,"no","8","2ft","hyb","35",0
58,5,2,860,"no","7","3ft","gas","35",1
58,5,3,860,"no","8","2ft","gas","30",0
58,6,1,861,"no","6","2ft","hyb","35",1
58,6,2,861,"no","8","2ft","hyb","30",0
58,6,3,861,"no","6","2ft","hyb","40",0
58,7,1,862,"no","8","3ft","elec","30",1
58,7,2,862,"no","7","2ft","hyb","40",0
58,7,3,862,"no","6","2ft","gas","40",0
58,8,1,863,"no","8","2ft","hyb","40",0
58,8,2,863,"no","6","3ft","elec","35",1
58,8,3,863,"no","8","2ft","elec","40",0
58,9,1,864,"no","6","3ft","hyb","40",1
58,9,2,864,"no","7","3ft","elec","40",0
58,9,3,864,"no","7","3ft","hyb","35",0
58,10,1,865,"no","6","3ft","hyb","30",1
58,10,2,865,"no","8","3ft","hyb","35",0
58,10,3,865,"no","7","2ft","gas","35",0
58,11,1,866,"no","7","2ft","gas","30",0
58,11,2,866,"no","8","3ft","gas","40",1
58,11,3,866,"no","8","2ft","elec","35",0
58,12,1,867,"no","8","3ft","gas","35",0
58,12,2,867,"no","7","2ft","elec","40",0
58,12,3,867,"no","7","3ft","hyb","30",1
58,13,1,868,"no","7","2ft","elec","35",0
58,13,2,868,"no","8","3ft","elec","35",1
58,13,3,868,"no","8","3ft","hyb","40",0
58,14,1,869,"no","8","2ft","gas","35",0
58,14,2,869,"no","6","3ft","elec","30",1
58,14,3,869,"no","8","3ft","hyb","30",0
58,15,1,870,"no","7","3ft","gas","40",0
58,15,2,870,"no","8","2ft","elec","30",1
58,15,3,870,"no","7","2ft","hyb","30",0
59,1,1,871,"yes","6","2ft","hyb","40",0
59,1,2,871,"yes","7","2ft","gas","30",1
59,1,3,871,"yes","8","2ft","elec","30",0
59,2,1,872,"yes","7","3ft","gas","30",1
59,2,2,872,"yes","6","2ft","gas","35",0
59,2,3,872,"yes","6","3ft","gas","35",0
59,3,1,873,"yes","6","3ft","hyb","40",0
59,3,2,873,"yes","8","2ft","hyb","30",1
59,3,3,873,"yes","8","3ft","hyb","30",0
59,4,1,874,"yes","8","2ft","gas","30",1
59,4,2,874,"yes","6","2ft","hyb","35",0
59,4,3,874,"yes","6","3ft","gas","30",0
59,5,1,875,"yes","6","2ft","elec","40",0
59,5,2,875,"yes","7","2ft","elec","40",0
59,5,3,875,"yes","6","2ft","elec","30",1
59,6,1,876,"yes","6","3ft","elec","35",0
59,6,2,876,"yes","7","3ft","elec","35",0
59,6,3,876,"yes","7","3ft","hyb","40",1
59,7,1,877,"yes","7","2ft","gas","35",1
59,7,2,877,"yes","8","3ft","gas","35",0
59,7,3,877,"yes","8","3ft","elec","40",0
59,8,1,878,"yes","6","2ft","hyb","30",1
59,8,2,878,"yes","7","2ft","elec","35",0
59,8,3,878,"yes","8","3ft","hyb","40",0
59,9,1,879,"yes","7","3ft","gas","35",0
59,9,2,879,"yes","6","3ft","elec","40",0
59,9,3,879,"yes","7","2ft","hyb","40",1
59,10,1,880,"yes","8","2ft","gas","40",0
59,10,2,880,"yes","8","3ft","elec","30",1
59,10,3,880,"yes","6","3ft","elec","30",0
59,11,1,881,"yes","7","3ft","gas","40",1
59,11,2,881,"yes","7","2ft","hyb","35",0
59,11,3,881,"yes","8","2ft","hyb","40",0
59,12,1,882,"yes","7","3ft","hyb","30",0
59,12,2,882,"yes","6","2ft","gas","30",0
59,12,3,882,"yes","8","2ft","hyb","35",1
59,13,1,883,"yes","8","3ft","gas","40",0
59,13,2,883,"yes","8","2ft","gas","35",1
59,13,3,883,"yes","7","3ft","hyb","35",0
59,14,1,884,"yes","7","3ft","elec","30",1
59,14,2,884,"yes","7","3ft","elec","40",0
59,14,3,884,"yes","7","2ft","elec","30",0
59,15,1,885,"yes","8","2ft","elec","40",0
59,15,2,885,"yes","8","2ft","elec","35",0
59,15,3,885,"yes","6","3ft","hyb","30",1
60,1,1,886,"no","6","2ft","elec","40",0
60,1,2,886,"no","7","3ft","elec","30",1
60,1,3,886,"no","7","2ft","gas","35",0
60,2,1,887,"no","7","2ft","elec","30",1
60,2,2,887,"no","8","2ft","gas","40",0
60,2,3,887,"no","8","2ft","hyb","40",0
60,3,1,888,"no","6","2ft","gas","35",1
60,3,2,888,"no","7","2ft","elec","40",0
60,3,3,888,"no","7","3ft","elec","35",0
60,4,1,889,"no","7","2ft","hyb","40",0
60,4,2,889,"no","8","3ft","gas","40",1
60,4,3,889,"no","6","3ft","hyb","35",0
60,5,1,890,"no","7","2ft","gas","30",1
60,5,2,890,"no","7","2ft","hyb","30",0
60,5,3,890,"no","8","3ft","elec","40",0
60,6,1,891,"no","7","2ft","elec","35",0
60,6,2,891,"no","6","2ft","hyb","35",0
60,6,3,891,"no","6","2ft","elec","30",1
60,7,1,892,"no","7","3ft","gas","30",1
60,7,2,892,"no","8","2ft","gas","30",0
60,7,3,892,"no","8","3ft","elec","30",0
60,8,1,893,"no","8","3ft","hyb","35",1
60,8,2,893,"no","8","2ft","elec","40",0
60,8,3,893,"no","6","2ft","hyb","30",0
60,9,1,894,"no","6","3ft","elec","35",0
60,9,2,894,"no","7","2ft","gas","40",0
60,9,3,894,"no","7","2ft","hyb","35",1
60,10,1,895,"no","6","2ft","gas","30",0
60,10,2,895,"no","6","3ft","gas","40",0
60,10,3,895,"no","8","3ft","gas","30",1
60,11,1,896,"no","7","3ft","gas","40",0
60,11,2,896,"no","8","3ft","hyb","30",1
60,11,3,896,"no","6","3ft","hyb","40",0
60,12,1,897,"no","6","3ft","elec","30",1
60,12,2,897,"no","8","2ft","hyb","30",0
60,12,3,897,"no","8","2ft","elec","30",0
60,13,1,898,"no","8","3ft","hyb","40",0
60,13,2,898,"no","6","2ft","gas","40",1
60,13,3,898,"no","6","2ft","elec","35",0
60,14,1,899,"no","8","3ft","gas","35",1
60,14,2,899,"no","6","2ft","hyb","40",0
60,14,3,899,"no","8","2ft","elec","35",0
60,15,1,900,"no","7","3ft","hyb","35",0
60,15,2,900,"no","7","3ft","hyb","40",1
60,15,3,900,"no","6","3ft","elec","40",0
61,1,1,901,"yes","7","2ft","elec","40",0
61,1,2,901,"yes","8","3ft","elec","35",0
61,1,3,901,"yes","7","3ft","gas","35",1
61,2,1,902,"yes","8","2ft","elec","30",1
61,2,2,902,"yes","8","2ft","hyb","35",0
61,2,3,902,"yes","6","2ft","hyb","40",0
61,3,1,903,"yes","6","3ft","gas","30",1
61,3,2,903,"yes","6","3ft","elec","30",0
61,3,3,903,"yes","7","2ft","gas","40",0
61,4,1,904,"yes","7","3ft","hyb","30",1
61,4,2,904,"yes","8","2ft","gas","30",0
61,4,3,904,"yes","8","3ft","gas","30",0
61,5,1,905,"yes","8","3ft","elec","30",1
61,5,2,905,"yes","8","3ft","hyb","40",0
61,5,3,905,"yes","7","2ft","elec","30",0
61,6,1,906,"yes","7","2ft","gas","30",0
61,6,2,906,"yes","7","3ft","elec","35",0
61,6,3,906,"yes","6","3ft","hyb","30",1
61,7,1,907,"yes","7","3ft","gas","40",0
61,7,2,907,"yes","8","3ft","gas","40",0
61,7,3,907,"yes","6","3ft","gas","35",1
61,8,1,908,"yes","6","3ft","elec","40",1
61,8,2,908,"yes","8","3ft","hyb","35",0
61,8,3,908,"yes","6","3ft","gas","40",0
61,9,1,909,"yes","7","2ft","elec","35",0
61,9,2,909,"yes","7","3ft","hyb","40",1
61,9,3,909,"yes","6","2ft","gas","35",0
61,10,1,910,"yes","7","2ft","hyb","35",1
61,10,2,910,"yes","8","2ft","gas","40",0
61,10,3,910,"yes","8","2ft","gas","35",0
61,11,1,911,"yes","8","2ft","elec","35",1
61,11,2,911,"yes","8","3ft","elec","40",0
61,11,3,911,"yes","6","2ft","elec","40",0
61,12,1,912,"yes","7","3ft","elec","40",0
61,12,2,912,"yes","6","2ft","gas","30",1
61,12,3,912,"yes","6","2ft","gas","40",0
61,13,1,913,"yes","6","3ft","hyb","40",0
61,13,2,913,"yes","7","2ft","hyb","40",0
61,13,3,913,"yes","6","2ft","elec","30",1
61,14,1,914,"yes","7","3ft","gas","30",0
61,14,2,914,"yes","6","3ft","hyb","35",1
61,14,3,914,"yes","8","2ft","hyb","40",0
61,15,1,915,"yes","8","2ft","hyb","30",1
61,15,2,915,"yes","7","3ft","elec","30",0
61,15,3,915,"yes","6","2ft","hyb","30",0
62,1,1,916,"no","7","3ft","gas","30",1
62,1,2,916,"no","7","2ft","hyb","35",0
62,1,3,916,"no","6","3ft","elec","30",0
62,2,1,917,"no","7","3ft","elec","30",0
62,2,2,917,"no","8","3ft","gas","40",1
62,2,3,917,"no","7","3ft","hyb","35",0
62,3,1,918,"no","7","2ft","hyb","30",0
62,3,2,918,"no","8","2ft","hyb","30",1
62,3,3,918,"no","7","2ft","hyb","40",0
62,4,1,919,"no","7","3ft","hyb","30",0
62,4,2,919,"no","8","2ft","elec","35",0
62,4,3,919,"no","8","2ft","gas","35",1
62,5,1,920,"no","8","2ft","hyb","40",0
62,5,2,920,"no","6","2ft","elec","30",1
62,5,3,920,"no","7","3ft","hyb","40",0
62,6,1,921,"no","6","3ft","elec","35",0
62,6,2,921,"no","8","2ft","hyb","35",1
62,6,3,921,"no","6","2ft","hyb","40",0
62,7,1,922,"no","6","2ft","gas","30",0
62,7,2,922,"no","6","3ft","gas","30",1
62,7,3,922,"no","6","2ft","elec","40",0
62,8,1,923,"no","7","2ft","elec","35",0
62,8,2,923,"no","6","2ft","gas","40",1
62,8,3,923,"no","7","2ft","elec","30",0
62,9,1,924,"no","6","3ft","gas","35",1
62,9,2,924,"no","6","3ft","gas","40",0
62,9,3,924,"no","8","2ft","elec","40",0
62,10,1,925,"no","6","3ft","hyb","30",0
62,10,2,925,"no","7","2ft","gas","35",0
62,10,3,925,"no","6","2ft","gas","35",1
62,11,1,926,"no","6","3ft","hyb","40",0
62,11,2,926,"no","8","3ft","elec","35",1
62,11,3,926,"no","8","2ft","gas","30",0
62,12,1,927,"no","7","3ft","elec","35",0
62,12,2,927,"no","6","3ft","elec","40",0
62,12,3,927,"no","6","2ft","hyb","30",1
62,13,1,928,"no","6","3ft","hyb","35",0
62,13,2,928,"no","7","3ft","gas","40",0
62,13,3,928,"no","6","2ft","hyb","35",1
62,14,1,929,"no","7","3ft","gas","35",0
62,14,2,929,"no","8","2ft","elec","30",1
62,14,3,929,"no","8","3ft","hyb","35",0
62,15,1,930,"no","8","3ft","hyb","40",0
62,15,2,930,"no","7","2ft","gas","30",1
62,15,3,930,"no","8","3ft","hyb","30",0
63,1,1,931,"no","6","2ft","hyb","30",1
63,1,2,931,"no","6","3ft","elec","30",0
63,1,3,931,"no","7","2ft","hyb","40",0
63,2,1,932,"no","8","2ft","hyb","30",1
63,2,2,932,"no","8","3ft","gas","40",0
63,2,3,932,"no","8","2ft","hyb","35",0
63,3,1,933,"no","6","3ft","gas","40",1
63,3,2,933,"no","8","3ft","gas","35",0
63,3,3,933,"no","7","3ft","hyb","30",0
63,4,1,934,"no","6","3ft","hyb","35",0
63,4,2,934,"no","8","3ft","gas","30",1
63,4,3,934,"no","7","2ft","elec","35",0
63,5,1,935,"no","6","2ft","elec","35",0
63,5,2,935,"no","8","2ft","gas","30",1
63,5,3,935,"no","8","3ft","elec","40",0
63,6,1,936,"no","8","2ft","elec","30",0
63,6,2,936,"no","7","3ft","gas","30",0
63,6,3,936,"no","6","3ft","hyb","30",1
63,7,1,937,"no","6","3ft","gas","30",1
63,7,2,937,"no","8","3ft","hyb","30",0
63,7,3,937,"no","8","2ft","elec","35",0
63,8,1,938,"no","7","3ft","elec","40",0
63,8,2,938,"no","8","3ft","elec","30",0
63,8,3,938,"no","7","3ft","gas","35",1
63,9,1,939,"no","7","3ft","elec","35",0
63,9,2,939,"no","6","2ft","hyb","40",1
63,9,3,939,"no","6","2ft","elec","30",0
63,10,1,940,"no","6","3ft","gas","35",0
63,10,2,940,"no","7","2ft","gas","40",0
63,10,3,940,"no","6","2ft","elec","40",1
63,11,1,941,"no","7","3ft","hyb","40",0
63,11,2,941,"no","7","2ft","hyb","35",0
63,11,3,941,"no","7","3ft","gas","40",1
63,12,1,942,"no","7","2ft","elec","40",0
63,12,2,942,"no","6","3ft","hyb","40",0
63,12,3,942,"no","8","2ft","gas","40",1
63,13,1,943,"no","7","2ft","gas","30",1
63,13,2,943,"no","8","3ft","hyb","40",0
63,13,3,943,"no","6","3ft","elec","40",0
63,14,1,944,"no","6","2ft","gas","30",1
63,14,2,944,"no","7","3ft","elec","30",0
63,14,3,944,"no","7","3ft","hyb","35",0
63,15,1,945,"no","6","3ft","elec","35",0
63,15,2,945,"no","8","2ft","hyb","40",0
63,15,3,945,"no","8","3ft","hyb","35",1
64,1,1,946,"no","6","2ft","hyb","35",0
64,1,2,946,"no","8","3ft","elec","30",1
64,1,3,946,"no","6","2ft","hyb","30",0
64,2,1,947,"no","8","2ft","gas","40",0
64,2,2,947,"no","7","3ft","hyb","35",1
64,2,3,947,"no","7","3ft","gas","40",0
64,3,1,948,"no","8","3ft","elec","35",0
64,3,2,948,"no","7","3ft","elec","35",1
64,3,3,948,"no","8","2ft","hyb","30",0
64,4,1,949,"no","8","2ft","elec","30",0
64,4,2,949,"no","8","3ft","hyb","30",0
64,4,3,949,"no","7","3ft","gas","30",1
64,5,1,950,"no","8","2ft","elec","35",0
64,5,2,950,"no","6","3ft","gas","40",1
64,5,3,950,"no","7","3ft","elec","40",0
64,6,1,951,"no","7","2ft","hyb","30",0
64,6,2,951,"no","6","3ft","gas","35",0
64,6,3,951,"no","7","3ft","gas","35",1
64,7,1,952,"no","6","2ft","gas","40",0
64,7,2,952,"no","6","2ft","gas","35",1
64,7,3,952,"no","6","3ft","hyb","40",0
64,8,1,953,"no","7","3ft","hyb","40",0
64,8,2,953,"no","8","3ft","gas","30",1
64,8,3,953,"no","7","2ft","elec","35",0
64,9,1,954,"no","8","3ft","hyb","40",0
64,9,2,954,"no","7","2ft","gas","35",0
64,9,3,954,"no","7","2ft","hyb","35",1
64,10,1,955,"no","8","2ft","elec","40",0
64,10,2,955,"no","8","3ft","gas","40",0
64,10,3,955,"no","7","2ft","elec","40",1
64,11,1,956,"no","6","2ft","elec","40",0
64,11,2,956,"no","7","3ft","elec","30",0
64,11,3,956,"no","6","2ft","elec","30",1
64,12,1,957,"no","6","2ft","hyb","40",0
64,12,2,957,"no","7","2ft","gas","40",0
64,12,3,957,"no","8","2ft","gas","30",1
64,13,1,958,"no","6","2ft","elec","35",0
64,13,2,958,"no","6","3ft","hyb","35",1
64,13,3,958,"no","7","2ft","hyb","40",0
64,14,1,959,"no","8","2ft","gas","35",0
64,14,2,959,"no","6","3ft","elec","40",0
64,14,3,959,"no","8","3ft","gas","35",1
64,15,1,960,"no","7","3ft","hyb","30",0
64,15,2,960,"no","6","3ft","elec","35",0
64,15,3,960,"no","6","2ft","gas","30",1
