"resp.id","ques","alt","chid","duration","brand","storage","batterylife","resolution","touchscreen","price","choice"
19,3,"B",336,253,"PC","2048","8","Ultra-HD/4K","Yes","1599",0
19,3,"C",336,253,"Mac","2048","8","Ultra-HD/4K","No","1599",1
19,4,"A",337,253,"Mac","2048","8","Ultra-HD/4K","Yes","1599",1
19,4,"B",337,253,"PC","2048","4","Ultra-HD/4K","Yes","1599",0
19,4,"C",337,253,"Mac","1024","4","HD","No","1199",0
19,5,"A",338,253,"PC","1024","12","HD","Yes","1599",0
19,5,"B",338,253,"Mac","2048","4","HD","Yes","1199",0
19,5,"C",338,253,"Mac","1024","12","HD","Yes","799",1
19,6,"A",339,253,"PC","512","4","Ultra-HD/4K","No","1199",0
19,6,"B",339,253,"Mac","512","12","Ultra-HD/4K","No","799",0
19,6,"C",339,253,"PC","2048","12","Ultra-HD/4K","No","1199",1
19,7,"A",340,253,"PC","1024","4","Ultra-HD/4K","Yes","799",0
19,7,"B",340,253,"Mac","1024","12","Ultra-HD/4K","No","799",1
19,7,"C",340,253,"PC","512","4","Ultra-HD/4K","No","1599",0
19,8,"A",341,253,"PC","1024","4","Ultra-HD/4K","Yes","799",0
19,8,"B",341,253,"PC","2048","4","HD","Yes","1599",0
19,8,"C",341,253,"Mac","2048","4","Ultra-HD/4K","Yes","1199",1
19,9,"A",342,253,"Mac","512","8","HD","No","1599",0
19,9,"B",342,253,"Mac","512","8","Ultra-HD/4K","No","799",0
19,9,"C",342,253,"PC","2048","8","HD","Yes","1599",1
19,10,"A",326,253,"PC","512","4","HD","No","799",0
19,10,"B",326,253,"PC","512","8","HD","Yes","1599",0
19,10,"C",326,253,"Mac","2048","12","Ultra-HD/4K","Yes","1599",1
19,11,"A",327,253,"PC","1024","8","Ultra-HD/4K","No","1599",0
19,11,"B",327,253,"Mac","2048","12","Ultra-HD/4K","Yes","1599",1
19,11,"C",327,253,"PC","512","4","Ultra-HD/4K","No","1599",0
19,12,"A",328,253,"PC","512","4","Ultra-HD/4K","Yes","1199",0
19,12,"B",328,253,"Mac","512","12","Ultra-HD/4K","Yes","1199",1
19,12,"C",328,253,"Mac","512","4","HD","Yes","799",0
19,13,"A",329,253,"PC","512","4","HD","Yes","1199",0
19,13,"B",329,253,"PC","1024","8","HD","Yes","1199",0
19,13,"C",329,253,"Mac","1024","8","Ultra-HD/4K","No","1199",1
19,14,"A",330,253,"PC","1024","8","HD","No","1599",0
19,14,"B",330,253,"Mac","1024","4","Ultra-HD/4K","No","1199",0
19,14,"C",330,253,"PC","2048","4","Ultra-HD/4K","Yes","1599",1
19,15,"A",331,253,"Mac","1024","4","HD","Yes","1599",0
19,15,"B",331,253,"PC","1024","12","HD","No","799",1
19,15,"C",331,253,"Mac","512","8","Ultra-HD/4K","Yes","1199",0
19,16,"A",332,253,"PC","512","12","Ultra-HD/4K","No","799",0
19,16,"B",332,253,"Mac","2048","8","Ultra-HD/4K","Yes","1199",1
19,16,"C",332,253,"PC","2048","12","Ultra-HD/4K","No","1599",0
19,17,"A",333,253,"PC","1024","8","Ultra-HD/4K","No","1599",0
19,17,"B",333,253,"Mac","512","8","HD","Yes","799",0
19,17,"C",333,253,"PC","1024","12","HD","Yes","1199",1
19,18,"A",334,253,"Mac","2048","4","HD","No","799",0
19,18,"B",334,253,"Mac","512","8","HD","Yes","1199",1
19,18,"C",334,253,"Mac","512","4","HD","No","1599",0
20,1,"A",343,385,"Mac","2048","4","Ultra-HD/4K","Yes","799",0
20,1,"B",343,385,"PC","1024","4","Ultra-HD/4K","Yes","1199",0
20,1,"C",343,385,"Mac","2048","8","Ultra-HD/4K","Yes","1199",1
20,2,"A",353,385,"PC","1024","8","HD","No","1199",1
20,2,"B",353,385,"PC","512","4","HD","Yes","1599",0
20,2,"C",353,385,"PC","2048","4","HD","No","1599",0
20,3,"A",354,385,"PC","1024","12","Ultra-HD/4K","Yes","799",0
20,3,"B",354,385,"PC","2048","12","HD","Yes","1199",1
20,3,"C",354,385,"PC","512","8","HD","Yes","1599",0
20,4,"A",355,385,"Mac","1024","12","Ultra-HD/4K","No","1199",1
20,4,"B",355,385,"Mac","2048","8","HD","No","1199",0
20,4,"C",355,385,"Mac","512","12","HD","Yes","1199",0
20,5,"A",356,385,"Mac","512","4","Ultra-HD/4K","Yes","1599",0
20,5,"B",356,385,"PC","512","4","Ultra-HD/4K","Yes","799",0
20,5,"C",356,385,"Mac","1024","12","Ultra-HD/4K","No","1599",1
20,6,"A",357,385,"PC","2048","12","HD","Yes","799",0
20,6,"B",357,385,"Mac","2048","4","Ultra-HD/4K","No","1599",1
20,6,"C",357,385,"PC","512","8","Ultra-HD/4K","Yes","1199",0
20,7,"A",358,385,"PC","1024","8","HD","Yes","1599",0
20,7,"B",358,385,"PC","512","4","HD","No","1199",0
20,7,"C",358,385,"Mac","2048","4","Ultra-HD/4K","No","1199",1
20,8,"A",359,385,"PC","1024","12","Ultra-HD/4K","Yes","1599",0
20,8,"B",359,385,"PC","1024","8","Ultra-HD/4K","No","799",0
20,8,"C",359,385,"PC","1024","12","HD","No","799",1
20,9,"A",360,385,"Mac","512","12","Ultra-HD/4K","No","1599",0
20,9,"B",360,385,"Mac","2048","12","HD","No","799",1
20,9,"C",360,385,"Mac","2048","12","HD","No","1599",0
20,10,"A",344,385,"Mac","1024","4","HD","Yes","1599",1
20,10,"B",344,385,"PC","2048","12","Ultra-HD/4K","No","799",0
20,10,"C",344,385,"Mac","1024","4","HD","Yes","1599",0
20,11,"A",345,385,"PC","512","12","HD","No","1599",0
20,11,"B",345,385,"Mac","2048","4","Ultra-HD/4K","Yes","1599",0
20,11,"C",345,385,"Mac","2048","4","Ultra-HD/4K","Yes","1199",1
20,12,"A",346,385,"Mac","1024","8","Ultra-HD/4K","Yes","1199",1
20,12,"B",346,385,"PC","512","8","HD","Yes","1599",0
20,12,"C",346,385,"PC","1024","4","HD","No","799",0
20,13,"A",347,385,"PC","1024","4","Ultra-HD/4K","No","1199",0
20,13,"B",347,385,"Mac","1024","12","Ultra-HD/4K","No","799",1
20,13,"C",347,385,"Mac","512","4","Ultra-HD/4K","Yes","799",0
20,14,"A",348,385,"Mac","512","8","HD","Yes","1199",1
20,14,"B",348,385,"Mac","512","4","Ultra-HD/4K","No","1599",0
20,14,"C",348,385,"Mac","512","4","Ultra-HD/4K","Yes","799",0
20,15,"A",349,385,"Mac","1024","8","Ultra-HD/4K","No","1199",1
20,15,"B",349,385,"PC","2048","4","Ultra-HD/4K","Yes","799",0
20,15,"C",349,385,"PC","1024","8","Ultra-HD/4K","Yes","1599",0
20,16,"A",350,385,"PC","1024","12","Ultra-HD/4K","No","1599",0
20,16,"B",350,385,"Mac","512","4","HD","Yes","799",0
20,16,"C",350,385,"Mac","1024","12","Ultra-HD/4K","No","1599",1
20,17,"A",351,385,"PC","512","12","HD","No","799",0
20,17,"B",351,385,"Mac","512","8","Ultra-HD/4K","No","1599",0
20,17,"C",351,385,"Mac","512","12","Ultra-HD/4K","No","799",1
20,18,"A",352,385,"PC","1024","12","Ultra-HD/4K","Yes","1199",0
20,18,"B",352,385,"Mac","1024","4","HD","No","799",1
20,18,"C",352,385,"PC","1024","12","HD","Yes","1599",0
21,1,"A",361,133,"PC","512","4","Ultra-HD/4K","Yes","799",0
21,1,"B",361,133,"Mac","1024","4","HD","Yes","1199",1
21,1,"C",361,133,"PC","512","12","Ultra-HD/4K","Yes","1599",0
21,2,"A",371,133,"PC","512","12","Ultra-HD/4K","No","1599",0
21,2,"B",371,133,"Mac","2048","12","Ultra-HD/4K","No","1199",1
21,2,"C",371,133,"PC","512","4","HD","Yes","1599",0
21,3,"A",372,133,"Mac","1024","12","Ultra-HD/4K","No","799",1
21,3,"B",372,133,"Mac","512","4","HD","No","799",0
21,3,"C",372,133,"Mac","512","12","Ultra-HD/4K","No","799",0
21,4,"A",373,133,"PC","2048","4","Ultra-HD/4K","Yes","1599",0
21,4,"B",373,133,"PC","1024","8","Ultra-HD/4K","Yes","1199",0
21,4,"C",373,133,"Mac","2048","8","Ultra-HD/4K","Yes","1199",1
21,5,"A",374,133,"PC","1024","8","Ultra-HD/4K","Yes","1599",0
21,5,"B",374,133,"PC","2048","12","HD","No","1199",1
21,5,"C",374,133,"PC","1024","4","Ultra-HD/4K","Yes","1199",0
21,6,"A",375,133,"PC","2048","8","Ultra-HD/4K","No","1599",0
21,6,"B",375,133,"Mac","512","4","HD","No","1599",0
21,6,"C",375,133,"Mac","1024","4","HD","No","1199",1
21,7,"A",376,133,"Mac","2048","8","HD","Yes","1199",1
21,7,"B",376,133,"PC","2048","12","HD","Yes","799",0
21,7,"C",376,133,"PC","512","8","Ultra-HD/4K","Yes","1199",0
21,8,"A",377,133,"Mac","512","12","HD","Yes","1599",0
21,8,"B",377,133,"Mac","1024","8","Ultra-HD/4K","No","799",1
21,8,"C",377,133,"PC","1024","8","Ultra-HD/4K","No","799",0
21,9,"A",378,133,"Mac","512","12","HD","No","1199",0
21,9,"B",378,133,"Mac","2048","4","HD","Yes","1599",1
21,9,"C",378,133,"PC","512","8","HD","No","799",0
21,10,"A",362,133,"PC","512","4","HD","No","1599",0
21,10,"B",362,133,"Mac","512","8","HD","No","799",1
21,10,"C",362,133,"PC","2048","4","HD","No","1599",0
21,11,"A",363,133,"PC","1024","12","HD","No","1599",0
21,11,"B",363,133,"Mac","512","12","HD","Yes","799",1
21,11,"C",363,133,"Mac","512","4","HD","No","1199",0
21,12,"A",364,133,"Mac","1024","12","Ultra-HD/4K","No","1199",0
21,12,"B",364,133,"PC","2048","8","Ultra-HD/4K","Yes","1199",0
21,12,"C",364,133,"Mac","1024","12","HD","Yes","799",1
21,13,"A",365,133,"PC","2048","8","HD","No","1199",0
21,13,"B",365,133,"Mac","1024","12","Ultra-HD/4K","No","1599",1
21,13,"C",365,133,"Mac","1024","8","HD","Yes","1199",0
21,14,"A",366,133,"PC","512","8","HD","Yes","1599",0
21,14,"B",366,133,"Mac","512","12","Ultra-HD/4K","Yes","1599",1
21,14,"C",366,133,"PC","2048","8","Ultra-HD/4K","No","1199",0
21,15,"A",367,133,"PC","512","12","Ultra-HD/4K","Yes","1199",0
21,15,"B",367,133,"PC","2048","4","Ultra-HD/4K","Yes","1599",0
21,15,"C",367,133,"Mac","2048","8","HD","No","1199",1
21,16,"A",368,133,"Mac","512","4","HD","No","1599",0
21,16,"B",368,133,"Mac","1024","12","HD","No","799",1
21,16,"C",368,133,"Mac","512","4","Ultra-HD/4K","Yes","799",0
21,17,"A",369,133,"Mac","1024","12","HD","No","1199",1
21,17,"B",369,133,"Mac","512","12","Ultra-HD/4K","Yes","1199",0
21,17,"C",369,133,"PC","1024","12","Ultra-HD/4K","Yes","799",0
21,18,"A",370,133,"Mac","2048","4","Ultra-HD/4K","No","799",1
21,18,"B",370,133,"PC","512","12","Ultra-HD/4K","Yes","1199",0
21,18,"C",370,133,"PC","512","12","HD","Yes","1599",0
22,1,"A",379,616,"PC","512","4","Ultra-HD/4K","No","1599",0
22,1,"B",379,616,"Mac","512","12","Ultra-HD/4K","No","1599",1
22,1,"C",379,616,"Mac","1024","4","HD","Yes","1599",0
22,2,"A",389,616,"Mac","512","8","Ultra-HD/4K","Yes","799",0
22,2,"B",389,616,"Mac","2048","12","Ultra-HD/4K","Yes","1599",1
22,2,"C",389,616,"PC","512","12","HD","No","1199",0
22,3,"A",390,616,"Mac","1024","4","HD","Yes","799",1
22,3,"B",390,616,"PC","512","4","HD","No","1599",0
22,3,"C",390,616,"Mac","512","4","HD","No","1199",0
22,4,"A",391,616,"Mac","1024","4","HD","No","1599",0
22,4,"B",391,616,"Mac","512","8","Ultra-HD/4K","No","799",0
22,4,"C",391,616,"Mac","2048","12","HD","Yes","1199",1
22,5,"A",392,616,"PC","2048","4","HD","Yes","1599",0
22,5,"B",392,616,"PC","2048","8","Ultra-HD/4K","No","1199",1
22,5,"C",392,616,"PC","512","4","HD","No","1599",0
22,6,"A",393,616,"Mac","2048","12","Ultra-HD/4K","Yes","1599",0
22,6,"B",393,616,"Mac","1024","8","Ultra-HD/4K","Yes","1199",1
22,6,"C",393,616,"Mac","2048","4","HD","No","799",0
22,7,"A",394,616,"PC","2048","12","Ultra-HD/4K","No","1599",0
22,7,"B",394,616,"PC","2048","8","Ultra-HD/4K","No","1599",0
22,7,"C",394,616,"PC","1024","8","Ultra-HD/4K","Yes","1199",1
22,8,"A",395,616,"PC","1024","12","Ultra-HD/4K","Yes","799",1
22,8,"B",395,616,"Mac","2048","4","Ultra-HD/4K","Yes","1599",0
22,8,"C",395,616,"Mac","1024","8","HD","No","799",0
22,9,"A",396,616,"PC","2048","8","Ultra-HD/4K","Yes","799",0
22,9,"B",396,616,"PC","512","8","HD","No","799",0
22,9,"C",396,616,"Mac","1024","8","HD","Yes","1199",1
22,10,"A",380,616,"Mac","2048","8","Ultra-HD/4K","No","1199",1
22,10,"B",380,616,"Mac","512","12","Ultra-HD/4K","No","1599",0
22,10,"C",380,616,"Mac","1024","12","Ultra-HD/4K","Yes","799",0
22,11,"A",381,616,"PC","1024","8","Ultra-HD/4K","No","1599",0
22,11,"B",381,616,"Mac","1024","12","Ultra-HD/4K","No","1599",0
22,11,"C",381,616,"Mac","2048","12","Ultra-HD/4K","No","1199",1
22,12,"A",382,616,"PC","2048","4","Ultra-HD/4K","No","799",0
22,12,"B",382,616,"PC","1024","4","Ultra-HD/4K","Yes","799",1
22,12,"C",382,616,"PC","512","12","Ultra-HD/4K","Yes","1199",0
22,13,"A",383,616,"Mac","1024","8","HD","Yes","1199",1
22,13,"B",383,616,"Mac","1024","4","Ultra-HD/4K","No","799",0
22,13,"C",383,616,"Mac","2048","4","Ultra-HD/4K","Yes","1599",0
22,14,"A",384,616,"Mac","512","4","HD","No","1199",0
22,14,"B",384,616,"Mac","1024","8","HD","Yes","1199",1
22,14,"C",384,616,"PC","512","4","Ultra-HD/4K","No","1599",0
22,15,"A",385,616,"Mac","1024","8","Ultra-HD/4K","Yes","799",1
22,15,"B",385,616,"Mac","512","8","Ultra-HD/4K","No","1599",0
22,15,"C",385,616,"Mac","512","8","Ultra-HD/4K","Yes","1199",0
22,16,"A",386,616,"PC","1024","4","Ultra-HD/4K","No","1599",0
22,16,"B",386,616,"Mac","1024","8","HD","Yes","799",0
22,16,"C",386,616,"PC","2048","8","HD","Yes","799",1
22,17,"A",387,616,"PC","512","12","Ultra-HD/4K","Yes","1199",0
22,17,"B",387,616,"Mac","1024","4","HD","Yes","799",0
22,17,"C",387,616,"Mac","2048","4","HD","Yes","1199",1
22,18,"A",388,616,"Mac","1024","4","HD","No","1599",0
22,18,"B",388,616,"Mac","2048","12","Ultra-HD/4K","No","799",1
22,18,"C",388,616,"Mac","1024","4","HD","Yes","1199",0
23,1,"A",397,230,"Mac","2048","4","Ultra-HD/4K","No","799",1
23,1,"B",397,230,"Mac","512","4","HD","No","1599",0
23,1,"C",397,230,"PC","1024","4","HD","Yes","1199",0
23,2,"A",407,230,"PC","512","4","Ultra-HD/4K","Yes","799",0
23,2,"B",407,230,"Mac","2048","8","HD","Yes","799",1
23,2,"C",407,230,"Mac","1024","12","HD","Yes","799",0
23,3,"A",408,230,"Mac","512","8","Ultra-HD/4K","No","1599",0
23,3,"B",408,230,"Mac","1024","4","HD","No","1599",0
23,3,"C",408,230,"PC","2048","8","HD","Yes","1199",1
23,4,"A",409,230,"Mac","2048","8","Ultra-HD/4K","Yes","799",0
23,4,"B",409,230,"PC","1024","8","HD","No","1199",0
23,4,"C",409,230,"PC","2048","8","HD","No","799",1
23,5,"A",410,230,"Mac","1024","8","HD","No","1199",1
23,5,"B",410,230,"Mac","2048","4","HD","No","1199",0
23,5,"C",410,230,"Mac","1024","8","Ultra-HD/4K","Yes","1599",0
23,6,"A",411,230,"PC","1024","4","HD","No","799",1
23,6,"B",411,230,"PC","512","4","Ultra-HD/4K","Yes","1599",0
23,6,"C",411,230,"PC","1024","4","HD","Yes","1199",0
23,7,"A",412,230,"Mac","2048","8","HD","Yes","1199",0
23,7,"B",412,230,"PC","512","8","Ultra-HD/4K","Yes","1599",0
23,7,"C",412,230,"PC","2048","8","HD","Yes","799",1
23,8,"A",413,230,"PC","1024","8","Ultra-HD/4K","No","1599",0
23,8,"B",413,230,"PC","1024","12","HD","No","799",1
23,8,"C",413,230,"Mac","1024","4","Ultra-HD/4K","No","1199",0
23,9,"A",414,230,"PC","512","4","HD","No","1199",0
23,9,"B",414,230,"PC","1024","12","Ultra-HD/4K","No","799",1
23,9,"C",414,230,"Mac","2048","4","HD","Yes","1199",0
23,10,"A",398,230,"Mac","2048","4","HD","No","1599",0
23,10,"B",398,230,"Mac","1024","12","HD","Yes","799",1
23,10,"C",398,230,"PC","512","8","HD","Yes","1599",0
23,11,"A",399,230,"Mac","2048","8","HD","No","799",0
23,11,"B",399,230,"Mac","2048","8","Ultra-HD/4K","No","799",1
23,11,"C",399,230,"PC","1024","4","Ultra-HD/4K","Yes","799",0
23,12,"A",400,230,"PC","1024","8","Ultra-HD/4K","No","1599",0
23,12,"B",400,230,"PC","2048","12","Ultra-HD/4K","Yes","1199",1
23,12,"C",400,230,"Mac","512","4","Ultra-HD/4K","Yes","1199",0
23,13,"A",401,230,"PC","512","4","Ultra-HD/4K","No","799",0
23,13,"B",401,230,"Mac","512","4","HD","Yes","799",0
23,13,"C",401,230,"PC","2048","12","HD","Yes","1599",1
23,14,"A",402,230,"PC","512","8","HD","Yes","1199",0
23,14,"B",402,230,"PC","1024","8","HD","No","1199",1
23,14,"C",402,230,"Mac","2048","4","Ultra-HD/4K","Yes","1599",0
23,15,"A",403,230,"PC","512","8","HD","Yes","1599",0
23,15,"B",403,230,"Mac","1024","12","HD","No","1599",0
23,15,"C",403,230,"PC","1024","8","Ultra-HD/4K","No","1199",1
23,16,"A",404,230,"Mac","1024","4","Ultra-HD/4K","Yes","1599",0
23,16,"B",404,230,"Mac","512","12","HD","No","1599",0
23,16,"C",404,230,"PC","1024","4","HD","Yes","1199",1
23,17,"A",405,230,"PC","2048","8","Ultra-HD/4K","No","799",1
23,17,"B",405,230,"PC","2048","12","Ultra-HD/4K","Yes","1199",0
23,17,"C",405,230,"PC","512","12","HD","Yes","1199",0
23,18,"A",406,230,"PC","2048","12","HD","No","1599",1
23,18,"B",406,230,"Mac","512","12","Ultra-HD/4K","No","1599",0
23,18,"C",406,230,"PC","1024","12","HD","No","799",0
24,1,"A",415,294,"Mac","2048","8","HD","Yes","1199",0
24,1,"B",415,294,"Mac","512","4","HD","No","1199",0
24,1,"C",415,294,"PC","512","12","Ultra-HD/4K","Yes","1199",1
24,2,"A",425,294,"Mac","512","8","HD","Yes","1599",0
24,2,"B",425,294,"Mac","512","8","HD","No","1599",0
24,2,"C",425,294,"PC","1024","8","Ultra-HD/4K","No","799",1
24,3,"A",426,294,"PC","2048","8","Ultra-HD/4K","No","1199",1
24,3,"B",426,294,"PC","1024","4","Ultra-HD/4K","No","1199",0
24,3,"C",426,294,"Mac","1024","4","HD","No","1199",0
24,4,"A",427,294,"Mac","512","8","HD","No","1199",0
24,4,"B",427,294,"Mac","512","12","HD","No","799",1
24,4,"C",427,294,"Mac","512","4","Ultra-HD/4K","No","1199",0
24,5,"A",428,294,"PC","512","8","HD","Yes","799",0
24,5,"B",428,294,"Mac","2048","12","Ultra-HD/4K","Yes","1599",1
24,5,"C",428,294,"Mac","1024","4","Ultra-HD/4K","Yes","799",0
24,6,"A",429,294,"Mac","2048","8","Ultra-HD/4K","No","799",1
24,6,"B",429,294,"Mac","512","12","Ultra-HD/4K","No","1199",0
24,6,"C",429,294,"Mac","512","12","HD","Yes","799",0
24,7,"A",430,294,"Mac","512","12","Ultra-HD/4K","Yes","799",1
24,7,"B",430,294,"Mac","1024","12","HD","No","1599",0
24,7,"C",430,294,"PC","1024","4","Ultra-HD/4K","No","1199",0
24,8,"A",431,294,"Mac","2048","8","Ultra-HD/4K","No","1599",0
24,8,"B",431,294,"PC","1024","8","Ultra-HD/4K","No","1199",1
24,8,"C",431,294,"PC","1024","4","HD","No","1599",0
24,9,"A",432,294,"PC","1024","12","HD","No","1599",0
24,9,"B",432,294,"PC","512","12","HD","No","1199",1
24,9,"C",432,294,"Mac","2048","4","Ultra-HD/4K","No","1199",0
24,10,"A",416,294,"Mac","1024","4","Ultra-HD/4K","No","1199",0
24,10,"B",416,294,"Mac","1024","12","HD","No","799",1
24,10,"C",416,294,"Mac","2048","8","HD","No","1599",0
24,11,"A",417,294,"Mac","512","12","Ultra-HD/4K","Yes","799",0
24,11,"B",417,294,"Mac","2048","12","Ultra-HD/4K","Yes","799",1
24,11,"C",417,294,"PC","1024","4","HD","Yes","799",0
24,12,"A",418,294,"Mac","512","8","HD","Yes","1199",0
24,12,"B",418,294,"PC","1024","8","Ultra-HD/4K","Yes","1599",0
24,12,"C",418,294,"PC","1024","8","Ultra-HD/4K","Yes","799",1
24,13,"A",419,294,"Mac","512","12","Ultra-HD/4K","No","1599",1
24,13,"B",419,294,"PC","2048","8","HD","Yes","1599",0
24,13,"C",419,294,"Mac","2048","8","HD","No","1599",0
24,14,"A",420,294,"Mac","512","12","HD","Yes","799",1
24,14,"B",420,294,"Mac","512","12","HD","Yes","1599",0
24,14,"C",420,294,"Mac","512","4","Ultra-HD/4K","No","799",0
24,15,"A",421,294,"Mac","2048","4","HD","No","1599",0
24,15,"B",421,294,"Mac","512","8","Ultra-HD/4K","Yes","1199",1
24,15,"C",421,294,"PC","1024","8","Ultra-HD/4K","No","1199",0
24,16,"A",422,294,"Mac","512","12","HD","No","1199",1
24,16,"B",422,294,"PC","2048","8","HD","Yes","1599",0
24,16,"C",422,294,"Mac","2048","8","HD","Yes","1599",0
24,17,"A",423,294,"Mac","2048","8","HD","No","1199",1
24,17,"B",423,294,"PC","512","8","HD","No","1599",0
24,17,"C",423,294,"Mac","2048","4","Ultra-HD/4K","No","799",0
24,18,"A",424,294,"Mac","1024","4","HD","No","1199",0
24,18,"B",424,294,"PC","512","4","Ultra-HD/4K","No","799",1
24,18,"C",424,294,"PC","1024","4","HD","No","1199",0
25,1,"A",433,134,"Mac","512","8","HD","No","799",1
25,1,"B",433,134,"Mac","512","4","HD","Yes","1199",0
25,1,"C",433,134,"Mac","2048","8","HD","No","1599",0
25,2,"A",443,134,"Mac","512","8","HD","Yes","1599",0
25,2,"B",443,134,"Mac","1024","8","HD","No","1599",0
25,2,"C",443,134,"PC","2048","4","Ultra-HD/4K","No","1199",1
25,3,"A",444,134,"PC","1024","8","Ultra-HD/4K","Yes","1199",0
25,3,"B",444,134,"Mac","512","8","HD","No","799",1
25,3,"C",444,134,"PC","2048","4","Ultra-HD/4K","No","1199",0
25,4,"A",445,134,"Mac","512","8","HD","No","1199",0
25,4,"B",445,134,"Mac","1024","12","HD","No","799",1
25,4,"C",445,134,"PC","2048","4","Ultra-HD/4K","Yes","1599",0
25,5,"A",446,134,"PC","1024","8","HD","Yes","1199",0
25,5,"B",446,134,"Mac","512","8","HD","Yes","1199",0
25,5,"C",446,134,"PC","2048","8","HD","No","799",1
25,6,"A",447,134,"PC","2048","12","Ultra-HD/4K","No","1599",0
25,6,"B",447,134,"PC","1024","4","HD","No","1599",0
25,6,"C",447,134,"PC","512","8","Ultra-HD/4K","Yes","1199",1
25,7,"A",448,134,"PC","1024","8","Ultra-HD/4K","Yes","1599",0
25,7,"B",448,134,"PC","512","8","Ultra-HD/4K","Yes","1599",0
25,7,"C",448,134,"PC","512","12","HD","No","799",1
25,8,"A",449,134,"PC","1024","4","Ultra-HD/4K","Yes","1199",0
25,8,"B",449,134,"PC","1024","4","HD","Yes","799",1
25,8,"C",449,134,"Mac","512","8","Ultra-HD/4K","Yes","1599",0
25,9,"A",450,134,"Mac","2048","12","Ultra-HD/4K","Yes","1599",1
25,9,"B",450,134,"Mac","1024","4","Ultra-HD/4K","No","1599",0
25,9,"C",450,134,"Mac","512","12","HD","No","1599",0
25,10,"A",434,134,"Mac","512","8","HD","Yes","799",1
25,10,"B",434,134,"Mac","512","4","HD","Yes","1599",0
25,10,"C",434,134,"PC","512","4","HD","Yes","1199",0
25,11,"A",435,134,"PC","2048","4","Ultra-HD/4K","Yes","1599",0
25,11,"B",435,134,"PC","1024","12","HD","Yes","799",1
25,11,"C",435,134,"PC","512","12","Ultra-HD/4K","Yes","799",0
25,12,"A",436,134,"Mac","2048","4","HD","Yes","1599",0
25,12,"B",436,134,"Mac","512","12","HD","Yes","1599",1
25,12,"C",436,134,"Mac","512","12","Ultra-HD/4K","No","1599",0
25,13,"A",437,134,"PC","512","8","Ultra-HD/4K","No","799",1
25,13,"B",437,134,"PC","2048","12","Ultra-HD/4K","Yes","1599",0
25,13,"C",437,134,"Mac","512","12","HD","No","1599",0
25,14,"A",438,134,"Mac","1024","12","Ultra-HD/4K","Yes","1599",0
25,14,"B",438,134,"Mac","2048","8","Ultra-HD/4K","No","799",1
25,14,"C",438,134,"PC","512","8","Ultra-HD/4K","No","1199",0
25,15,"A",439,134,"PC","1024","8","Ultra-HD/4K","No","1599",0
25,15,"B",439,134,"PC","1024","4","HD","No","1599",0
25,15,"C",439,134,"PC","2048","12","Ultra-HD/4K","Yes","1199",1
25,16,"A",440,134,"Mac","1024","8","Ultra-HD/4K","No","1599",0
25,16,"B",440,134,"PC","2048","12","HD","Yes","1199",0
25,16,"C",440,134,"Mac","2048","12","HD","Yes","1199",1
25,17,"A",441,134,"Mac","1024","8","HD","Yes","1599",0
25,17,"B",441,134,"Mac","2048","4","Ultra-HD/4K","No","1199",1
25,17,"C",441,134,"PC","2048","4","HD","No","1199",0
25,18,"A",442,134,"PC","2048","4","Ultra-HD/4K","No","1599",0
25,18,"B",442,134,"PC","512","4","Ultra-HD/4K","Yes","1599",0
25,18,"C",442,134,"PC","512","8","HD","Yes","1199",1
26,1,"A",451,1891,"Mac","2048","4","Ultra-HD/4K","No","799",0
26,1,"B",451,1891,"Mac","2048","12","HD","No","1599",1
26,1,"C",451,1891,"Mac","1024","12","HD","Yes","799",0
26,2,"A",461,1891,"Mac","512","4","HD","Yes","799",1
26,2,"B",461,1891,"PC","1024","4","HD","Yes","1599",0
26,2,"C",461,1891,"PC","2048","4","Ultra-HD/4K","Yes","799",0
26,3,"A",462,1891,"PC","2048","4","HD","Yes","799",0
26,3,"B",462,1891,"PC","512","8","HD","Yes","1599",0
26,3,"C",462,1891,"Mac","1024","4","Ultra-HD/4K","Yes","1199",1
26,4,"A",463,1891,"Mac","2048","8","HD","No","1599",1
26,4,"B",463,1891,"PC","2048","12","HD","Yes","1199",0
26,4,"C",463,1891,"PC","512","4","HD","Yes","799",0
26,5,"A",464,1891,"Mac","512","8","Ultra-HD/4K","No","1599",0
26,5,"B",464,1891,"Mac","1024","8","Ultra-HD/4K","No","799",0
26,5,"C",464,1891,"Mac","2048","12","Ultra-HD/4K","No","1199",1
26,6,"A",465,1891,"Mac","2048","4","Ultra-HD/4K","No","799",1
26,6,"B",465,1891,"Mac","1024","4","Ultra-HD/4K","Yes","1199",0
26,6,"C",465,1891,"PC","2048","8","Ultra-HD/4K","Yes","1599",0
26,7,"A",466,1891,"PC","512","12","Ultra-HD/4K","No","1599",0
26,7,"B",466,1891,"PC","1024","4","HD","Yes","1599",1
26,7,"C",466,1891,"PC","1024","4","Ultra-HD/4K","No","1199",0
26,8,"A",467,1891,"PC","512","12","Ultra-HD/4K","No","799",0
26,8,"B",467,1891,"Mac","1024","8","HD","No","1599",1
26,8,"C",467,1891,"PC","512","8","HD","No","1199",0
26,9,"A",468,1891,"Mac","1024","4","Ultra-HD/4K","Yes","1199",1
26,9,"B",468,1891,"Mac","2048","8","HD","No","799",0
26,9,"C",468,1891,"PC","512","12","Ultra-HD/4K","Yes","1599",0
