"Brand","RichFullTaste","GoodTaste","NoAftertaste","Refreshing","Light","Prestigious","Masculine","BrewingTradition","ForYoungAdults","GivesBuzz","DrinkOut","DrinkAtBar","DrinkWithFriends","HomeAfterWork","ToServeGuests","LowerPrice","GoodValue"
"Corona",3,3,3,4,3,3,3,2,3,2,3,3,3,4,3,2,3
"Corona",3,3,3,3,3,3,3,2,2,2,3,3,4,3,3,2,2
"Corona",4,4,4,4,3,3,3,2,2,2,3,3,4,4,3,2,3
"Corona",3,3,3,4,3,2,3,3,3,2,3,4,4,3,4,2,3
"Corona",3,4,4,4,3,4,3,3,4,3,3,4,3,4,3,2,3
"Corona",4,4,3,3,3,3,2,2,2,2,3,3,4,3,4,2,3
"Corona",4,2,4,3,2,4,3,3,2,3,3,3,5,4,4,3,2
"Corona",4,4,4,3,3,2,3,3,3,2,3,4,4,3,4,2,2
"Corona",4,4,3,4,3,3,3,3,3,2,3,4,4,3,3,2,3
"Corona",4,3,3,3,3,3,3,2,2,2,4,4,4,3,3,3,3
"Corona",3,3,4,3,3,3,4,3,3,2,3,3,4,4,3,3,3
"Corona",3,4,3,3,3,3,3,2,2,2,3,3,2,5,3,3,3
"Corona",3,4,3,4,2,4,3,3,2,3,2,3,2,3,3,3,3
"Corona",3,4,3,4,2,3,3,3,2,3,4,4,3,4,3,3,4
"Corona",3,2,4,3,2,3,3,3,3,2,4,3,3,4,3,3,3
"Corona",3,3,3,4,3,3,3,3,2,2,3,3,4,4,4,2,3
"Corona",4,3,4,3,3,4,3,2,2,3,4,3,4,4,3,2,3
"Corona",4,4,4,4,2,2,3,2,3,3,3,3,3,3,4,3,3
"Corona",3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2
"Corona",3,4,4,4,2,4,3,2,3,3,4,3,3,2,4,1,2
"Corona",2,4,3,3,3,3,3,3,3,2,3,4,4,4,3,2,3
"Corona",3,3,2,4,2,3,3,2,3,2,3,4,3,4,3,2,3
"Corona",4,4,3,4,2,3,3,2,3,2,3,3,4,4,4,1,3
"Corona",2,4,3,3,2,3,3,2,2,3,4,3,4,3,4,2,2
"Corona",3,3,3,3,2,3,3,2,3,2,3,4,4,3,3,2,3
"Corona",3,4,3,3,3,3,3,2,2,2,3,4,3,4,4,2,3
"Corona",3,5,3,3,2,3,3,2,2,3,3,3,3,4,4,2,3
"Corona",3,3,4,4,3,4,2,3,3,2,3,3,3,4,3,2,3
"Corona",3,3,3,4,3,3,3,2,2,2,4,4,3,4,3,3,2
"Corona",4,3,3,4,2,2,3,3,3,3,3,4,3,3,4,2,3
"Corona",3,4,3,3,4,3,2,2,2,2,4,3,3,3,3,3,2
"Corona",4,4,3,3,2,3,3,2,2,2,3,3,4,3,4,2,3
"Corona",4,4,3,3,3,2,3,3,2,2,3,3,4,3,3,1,2
"Corona",3,4,3,4,2,3,3,3,2,2,3,3,3,4,4,1,2
"Corona",3,3,3,3,2,3,3,3,2,3,3,3,4,4,3,2,3
"Corona",4,3,3,4,3,3,3,3,2,3,4,3,4,4,4,2,3
"Corona",4,4,4,4,2,4,3,2,2,2,3,3,4,3,3,2,3
"Corona",3,4,3,4,2,3,3,2,3,2,3,4,3,4,3,2,3
"Corona",4,4,3,4,2,3,3,2,3,2,3,3,4,4,3,2,3
"Corona",3,3,2,4,2,4,3,3,2,2,3,4,4,4,3,3,3
"Corona",3,3,3,3,2,3,3,2,2,2,4,3,3,4,4,2,3
"Corona",3,3,3,4,3,2,4,2,3,2,5,4,3,4,3,2,3
"Corona",3,4,3,4,3,3,3,2,2,2,4,3,3,4,3,2,3
"Corona",3,4,4,4,3,3,3,3,3,3,3,4,4,3,2,2,3
"Corona",3,4,3,4,2,3,3,2,3,2,2,3,4,3,2,2,1
"Corona",4,4,3,3,2,3,4,2,2,3,3,3,3,4,3,2,4
"Corona",3,4,2,4,3,4,3,2,3,3,3,3,3,4,3,2,2
"Corona",3,3,3,3,3,3,3,2,3,4,3,4,3,3,4,2,3
"Corona",3,3,3,4,2,3,3,3,2,3,4,4,3,3,3,1,2
"Corona",3,3,3,4,3,2,4,3,3,2,3,4,4,4,3,2,3
"Corona",3,3,3,4,2,3,3,2,3,3,3,3,3,4,4,3,3
"Corona",3,3,4,3,2,3,3,3,4,2,5,3,4,4,3,3,3
"Corona",4,3,3,4,3,3,4,2,3,3,3,3,3,4,4,3,3
"Corona",3,4,3,4,3,2,2,3,3,2,4,4,3,4,3,2,2
"Corona",4,3,4,3,2,3,3,3,3,3,4,5,3,3,3,2,3
"Corona",3,4,3,4,3,2,3,2,2,3,3,3,3,4,3,2,4
"Corona",2,4,4,3,3,4,2,2,3,3,4,4,3,4,3,2,2
"Corona",4,2,3,4,2,4,2,2,3,2,4,4,4,4,3,1,2
"Corona",3,3,4,3,2,3,2,2,3,3,2,4,4,4,4,3,2
"Corona",3,3,3,4,3,2,3,2,2,3,3,2,4,3,3,2,2
"Corona",3,3,3,3,3,3,3,2,2,3,4,3,3,3,3,2,2
"Corona",4,3,3,3,3,2,3,2,2,3,3,3,4,3,3,2,2
"Corona",2,4,3,4,3,4,4,2,3,3,3,3,3,4,3,1,4
"Corona",4,3,4,3,2,3,3,2,3,2,3,4,4,3,2,2,3
"Corona",3,3,3,4,3,4,4,2,2,3,3,4,3,4,4,2,3
"Corona",3,4,3,4,2,3,3,3,2,2,4,4,4,4,4,1,2
"Corona",3,4,4,4,2,4,4,3,3,3,3,4,3,3,3,2,2
"Corona",4,4,4,4,3,2,3,3,2,2,4,4,3,3,4,2,3
"Corona",5,4,3,3,3,3,2,3,3,3,3,4,4,4,3,2,3
"Corona",3,4,3,4,3,3,2,2,2,2,2,3,3,4,3,1,3
"Corona",4,4,3,4,2,2,3,2,3,2,3,3,3,4,3,2,3
"Corona",3,3,4,4,3,3,3,2,3,3,3,4,3,3,3,2,3
"Corona",3,4,3,3,2,3,3,4,2,2,3,3,3,3,3,2,2
"Corona",3,3,2,3,4,2,2,3,2,2,3,3,3,4,3,2,3
"Corona",3,3,2,3,2,3,2,3,3,3,4,4,4,3,3,3,2
"Corona",3,3,3,4,3,3,4,2,3,3,4,4,3,3,3,2,2
"Corona",4,3,3,3,3,3,3,2,3,3,4,3,3,4,4,3,3
"Corona",3,4,3,4,3,4,2,2,3,3,4,4,3,3,4,2,3
"Corona",3,4,3,3,3,4,2,2,3,2,4,3,3,4,3,1,2
"Corona",3,4,4,3,2,3,3,3,3,3,3,3,4,4,4,3,3
"Corona",3,4,3,4,1,4,3,3,3,2,3,4,4,4,3,2,3
"Corona",3,3,3,3,2,4,2,2,3,3,4,3,4,3,3,2,3
"Corona",3,4,3,5,3,3,3,2,3,1,2,4,3,3,4,2,2
"Corona",3,3,4,3,3,3,3,3,3,2,2,3,4,3,4,2,2
"Corona",3,4,3,4,2,2,2,2,2,2,3,3,4,5,4,1,2
"Corona",3,3,3,4,3,3,3,3,2,3,3,4,3,3,2,3,2
"Corona",3,3,3,5,2,3,3,2,3,2,4,3,5,4,3,3,3
"Corona",4,3,3,5,2,3,2,2,3,3,4,3,3,3,3,2,2
"Corona",3,3,3,4,2,3,2,2,3,2,4,4,4,3,3,2,4
"Corona",3,3,3,3,3,4,3,2,2,2,4,3,4,3,4,1,2
"Corona",2,3,3,3,2,4,2,2,3,3,4,4,4,4,2,3,3
"Corona",3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3
"Corona",4,4,4,3,3,2,3,2,3,3,3,4,3,3,3,2,3
"Corona",4,4,2,4,3,3,3,3,2,3,3,4,3,4,3,1,3
"Corona",5,4,3,3,3,3,3,2,3,2,4,3,3,4,3,2,2
"Corona",3,4,3,4,3,4,4,3,3,2,3,4,4,3,3,1,2
"Corona",4,3,4,5,2,3,4,2,2,2,4,3,3,3,3,1,2
"Corona",3,4,3,4,3,3,3,3,2,3,4,3,4,3,3,3,3
"Corona",3,5,4,3,2,3,3,2,3,3,3,4,3,4,4,3,3
"Corona",3,4,3,4,2,4,3,2,3,3,3,3,5,4,4,1,2
"Corona",3,4,3,3,2,3,2,2,3,2,3,3,3,4,3,1,2
"Corona",3,4,3,3,2,3,3,2,2,3,4,4,3,5,3,2,3
"Corona",3,3,2,4,3,3,2,2,3,3,3,3,4,4,3,3,2
"Corona",3,3,3,4,2,4,3,3,2,3,3,4,3,3,4,2,3
"Corona",2,4,3,4,2,3,3,3,4,3,4,4,4,3,3,2,3
"Corona",3,4,2,4,2,3,3,3,2,3,2,3,3,4,4,2,3
"Corona",3,4,3,3,3,3,3,2,2,2,3,2,4,4,3,2,3
"Corona",3,3,4,4,2,3,3,2,4,2,3,3,3,3,4,2,3
"Corona",4,4,3,3,3,3,3,2,3,3,3,4,4,3,3,3,2
"Corona",3,4,3,3,3,3,2,2,3,2,3,4,3,4,3,2,3
"Corona",4,4,4,3,3,2,3,2,3,3,3,4,3,4,4,2,3
"Corona",4,3,4,3,2,2,3,3,2,3,3,3,3,4,3,2,3
"Corona",3,3,4,3,3,4,3,2,2,3,3,3,4,4,3,2,3
"Corona",3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3
"Corona",2,3,3,4,2,4,3,2,3,2,3,4,3,3,4,2,2
"Corona",3,3,3,4,3,3,2,4,2,3,2,4,5,4,3,2,3
"Corona",4,4,3,4,3,3,4,3,3,2,4,4,4,4,4,2,3
"Corona",3,3,3,4,2,3,3,2,3,3,4,4,4,3,3,2,3
"Corona",3,2,4,4,3,3,3,3,2,3,2,4,3,3,3,2,3
"Corona",3,3,4,4,2,3,3,2,2,2,3,4,3,2,4,1,2
"Corona",4,3,4,4,3,3,3,3,2,3,3,3,3,3,3,2,3
"Corona",4,3,3,4,3,3,3,2,3,2,3,4,4,4,3,2,2
"Corona",3,4,3,4,2,3,3,2,2,2,3,4,3,4,3,2,4
"Corona",4,3,3,4,2,2,3,2,2,3,4,4,3,4,3,1,4
"Corona",3,3,3,3,2,4,3,2,2,2,4,3,3,3,3,2,3
"Corona",3,5,3,4,2,3,3,2,3,2,4,3,3,3,4,2,3
"Corona",3,3,3,4,2,4,2,2,3,2,4,3,3,4,3,2,3
"Corona",4,4,3,3,3,3,3,2,2,3,3,3,3,4,3,2,3
"Corona",4,4,3,3,2,2,3,3,3,2,3,3,4,4,3,3,2
"Corona",3,4,3,4,3,3,3,1,2,2,3,3,4,3,3,2,3
"Corona",4,3,3,3,3,2,3,2,3,3,4,3,4,4,3,1,4
"Corona",3,4,3,4,2,3,3,2,3,3,4,3,3,4,3,2,3
"Corona",3,3,4,4,3,4,3,2,3,3,3,4,3,4,4,2,3
"Corona",3,3,2,4,3,3,3,3,2,2,3,3,3,3,3,1,3
"Corona",3,3,3,4,3,3,3,2,2,2,3,4,3,3,3,1,2
"Corona",3,5,3,4,3,3,3,3,2,3,3,3,4,5,4,2,3
"Corona",3,3,4,3,2,3,3,4,3,3,3,3,3,4,3,1,3
"Corona",3,3,3,4,3,3,3,2,2,3,2,4,3,3,3,2,3
"Corona",3,4,3,4,2,4,2,2,3,3,3,3,3,3,3,2,2
"Corona",2,3,3,4,3,4,3,2,2,2,3,4,4,4,4,2,3
"Corona",4,4,3,4,3,3,3,2,2,2,4,4,4,4,4,1,2
"Corona",3,3,3,4,2,3,3,2,3,3,3,4,4,3,3,2,2
"Corona",4,3,3,4,3,3,2,2,2,3,4,3,4,4,3,2,3
"Corona",1,4,4,3,2,3,4,2,3,3,3,3,3,4,3,2,2
"Corona",4,4,4,3,3,3,4,2,3,2,4,3,4,5,3,1,3
"Corona",3,4,3,3,2,3,4,3,3,3,4,4,3,3,3,2,3
"Corona",3,3,3,3,2,3,2,2,3,3,3,4,3,4,3,2,3
"Corona",3,4,3,4,3,3,4,3,3,2,4,3,3,3,3,2,2
"Corona",3,3,4,3,3,2,2,3,2,2,3,4,4,3,3,2,2
"Corona",3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,2,2
"Corona",4,4,3,4,2,3,3,2,2,3,3,4,3,4,3,2,3
"Corona",4,3,3,4,2,3,3,2,3,4,4,3,3,4,4,3,3
"Corona",4,4,3,3,3,3,3,2,2,2,4,4,4,3,3,2,3
"Corona",4,3,3,3,3,3,3,2,3,3,3,3,3,3,4,2,3
"Corona",3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,2
"Corona",4,3,3,4,2,4,3,3,3,3,4,3,4,4,3,2,2
"Corona",3,3,4,3,3,3,3,2,3,2,5,3,3,3,3,2,3
"Corona",4,3,3,4,2,2,3,2,2,3,4,4,3,3,3,2,3
"Corona",4,3,3,4,3,4,3,2,2,3,3,3,3,4,3,2,3
"Corona",3,3,4,3,3,4,3,3,3,2,3,4,4,4,4,2,2
"Corona",4,4,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3
"Corona",3,4,4,4,3,3,3,2,3,2,4,4,4,4,3,1,3
"Corona",3,4,3,3,2,3,3,3,2,2,3,4,4,4,3,3,2
"Corona",3,4,2,4,2,3,3,3,3,3,3,4,3,4,3,2,3
"Corona",2,4,4,4,2,3,3,2,2,3,4,4,4,3,3,2,3
"Corona",4,4,3,4,2,3,4,2,2,2,4,3,4,3,4,1,3
"Corona",3,3,3,4,3,4,2,2,2,2,3,3,4,3,4,2,2
"Corona",3,4,3,4,3,3,2,2,2,2,3,4,3,4,3,3,2
"Corona",3,3,3,4,2,3,3,2,2,2,4,3,3,4,2,2,3
"Corona",4,4,3,4,2,3,3,1,3,2,4,3,4,4,3,2,3
"Corona",4,5,4,4,3,3,3,3,3,3,4,2,4,3,3,2,2
"Corona",4,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,3
"Corona",4,4,3,3,3,3,4,2,3,4,3,3,3,4,4,2,3
"Corona",3,4,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3
"Corona",3,3,3,4,2,4,3,2,3,3,3,3,3,4,3,2,3
"Corona",3,4,3,4,2,3,3,2,2,2,3,3,3,3,3,1,2
"Corona",3,4,4,3,3,4,2,3,2,3,3,3,3,3,3,2,2
"Corona",4,4,4,4,3,4,3,2,2,2,3,4,4,3,4,2,2
"Corona",2,4,3,3,2,4,3,2,3,2,4,4,2,4,4,2,3
"Corona",4,3,3,4,3,2,3,3,2,2,4,4,4,3,3,2,3
"Corona",4,4,3,3,3,3,4,3,2,2,3,4,3,4,3,2,4
"Corona",3,3,3,3,2,3,2,2,3,3,4,4,4,3,4,1,2
"Corona",3,4,3,3,3,3,3,3,2,2,3,3,3,4,4,1,2
"Corona",4,2,3,3,2,3,3,3,3,2,3,4,3,3,4,2,3
"Corona",4,4,4,4,3,4,3,2,2,3,3,3,3,4,2,2,3
"Corona",3,5,2,4,2,3,4,2,2,2,4,3,3,4,3,2,2
"Corona",3,3,3,3,3,4,3,2,2,3,3,2,3,4,4,2,3
"Corona",3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3
"Corona",3,3,4,3,3,3,3,2,2,2,3,5,4,5,3,2,2
"Corona",3,3,3,4,3,3,3,2,2,2,3,4,3,3,4,3,3
"Corona",4,3,3,2,3,2,1,2,3,3,2,4,3,4,5,2,3
"Corona",3,4,3,4,2,3,3,2,3,1,3,3,4,3,3,2,2
"Corona",3,4,3,3,3,3,2,3,2,3,3,4,3,3,3,1,3
"Corona",3,4,4,4,2,3,4,2,4,3,3,4,5,2,4,2,3
"Corona",3,4,3,4,3,3,2,1,1,2,3,4,3,3,3,2,2
"Corona",4,4,4,4,3,3,4,2,2,3,4,4,4,4,2,3,3
"Corona",3,4,3,4,2,3,3,3,2,2,3,4,4,3,3,2,2
"Corona",3,4,3,4,3,3,3,2,4,1,4,5,3,4,4,2,3
"Corona",4,4,3,3,3,4,3,3,3,2,4,3,3,3,3,1,3
"Corona",3,3,4,4,3,3,4,2,2,2,2,4,3,3,4,1,4
"Corona",4,4,3,4,2,3,3,3,2,3,4,4,3,3,3,2,3
"Corona",4,4,4,3,3,3,3,3,2,2,4,3,4,4,3,2,4
"Corona",3,4,3,3,2,4,3,2,3,2,3,4,3,4,3,2,3
"Corona",3,4,3,3,2,3,4,3,3,2,3,2,4,4,3,2,3
"Corona",3,3,3,3,3,3,3,2,3,2,3,3,3,4,3,2,3
"Corona",4,4,3,3,3,4,3,2,3,2,3,3,5,3,3,2,3
"Corona",3,3,3,4,3,3,3,3,2,3,3,4,4,4,3,2,2
"Corona",3,4,4,4,3,4,2,2,3,2,3,4,3,2,3,2,3
"Corona",4,3,4,3,2,3,3,3,3,3,2,3,4,3,3,2,3
"Corona",3,3,4,3,3,3,3,1,3,2,3,3,3,3,3,2,2
"Corona",4,3,4,4,3,4,4,2,3,3,3,3,4,3,2,2,3
"Corona",3,4,3,4,3,3,4,3,3,2,3,4,3,4,3,2,2
"Corona",3,4,3,3,3,3,3,2,3,3,4,3,3,4,4,2,2
"Corona",4,4,3,4,2,2,4,2,2,3,4,4,3,4,4,3,3
"Corona",3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,2,3
"Corona",4,3,3,4,2,3,2,2,2,2,3,4,3,4,3,2,3
"Corona",3,4,4,3,3,2,3,3,4,2,3,3,2,3,2,2,3
"Corona",3,3,3,4,2,3,3,3,2,3,3,4,4,3,3,2,3
"Corona",3,4,4,4,3,3,3,3,3,3,3,4,4,3,4,2,3
"Corona",3,4,3,4,3,3,3,2,3,2,3,4,3,3,3,2,2
"Corona",4,3,3,3,2,4,3,3,2,3,4,3,3,3,3,2,3
"Corona",3,4,4,4,2,3,3,3,3,3,3,4,3,3,3,2,4
"Corona",3,3,3,3,2,3,3,3,2,3,4,3,3,3,4,2,2
"Corona",3,4,4,3,4,3,3,2,1,2,3,4,3,4,3,2,3
"Corona",3,3,4,4,2,3,3,2,3,3,4,3,3,3,3,1,2
"Corona",3,3,3,4,3,2,3,2,2,3,3,3,4,3,3,2,2
"Corona",2,4,3,3,3,3,2,3,3,3,3,3,3,4,3,2,3
"Corona",3,4,4,3,3,2,4,2,3,3,3,3,4,3,4,2,2
"Corona",3,3,4,4,3,3,2,3,4,3,4,3,4,3,4,2,3
"Corona",3,4,4,3,3,3,2,3,3,3,3,3,3,4,3,3,3
"Corona",3,4,4,3,2,3,3,3,2,3,4,3,3,4,3,2,2
"Corona",4,4,3,3,2,3,3,2,2,3,3,4,5,4,3,2,3
"Corona",2,3,4,3,3,3,2,2,2,2,3,3,4,3,3,3,2
"Corona",4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,2
"Corona",4,4,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3
"Corona",4,5,4,3,2,3,3,3,3,3,4,3,3,4,3,2,3
"Corona",3,4,4,4,2,3,3,2,4,3,4,4,3,3,3,2,2
"Corona",3,3,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3
"Corona",4,4,2,4,3,3,2,2,2,2,2,4,4,3,3,3,3
"Corona",3,4,3,3,2,4,3,2,3,3,3,4,4,3,4,2,3
"Corona",4,3,2,4,2,4,2,2,2,2,3,4,3,4,3,2,3
"Corona",3,4,3,3,3,3,3,3,3,2,3,4,3,5,3,3,3
"Corona",2,3,4,4,2,3,3,4,3,3,3,3,4,4,3,1,3
"Corona",4,3,4,4,2,3,3,2,3,2,3,4,3,3,4,2,3
"Corona",4,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3
"Corona",3,4,4,4,2,3,2,2,3,3,4,4,4,3,3,2,4
"Corona",3,4,4,4,2,4,3,2,4,3,3,4,4,3,4,1,3
"Corona",4,4,2,3,3,3,3,3,3,2,4,3,4,3,3,2,2
"Corona",4,4,3,3,3,4,3,2,3,2,3,3,4,4,4,1,3
"Corona",4,4,2,4,2,3,2,2,3,3,3,3,4,4,4,2,3
"Corona",3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,2,3
"Corona",3,4,3,3,2,3,3,3,3,3,2,3,3,4,3,1,3
"Corona",2,4,3,4,3,4,2,4,2,2,4,3,4,3,2,2,2
"Corona",3,3,4,3,2,3,3,2,3,3,3,3,3,4,4,2,3
"Corona",3,3,3,3,2,4,3,2,2,3,2,4,3,3,3,1,2
"Corona",3,3,3,4,2,3,3,2,3,2,3,4,3,3,3,2,3
"Corona",3,3,3,3,2,3,3,2,4,3,2,3,3,4,3,2,2
"Corona",3,3,4,3,3,3,3,2,3,2,3,3,3,3,4,2,2
"Corona",4,4,3,4,3,4,2,2,3,3,4,4,4,3,3,1,2
"Corona",4,4,3,4,2,4,3,3,3,2,3,3,3,4,3,3,2
"Corona",4,3,5,3,1,3,3,2,2,1,2,4,4,3,3,2,2
"Corona",2,4,3,3,3,3,2,2,3,2,3,4,3,3,3,1,3
"Corona",3,3,4,3,3,3,3,2,3,3,3,4,3,4,2,3,3
"Corona",3,3,3,4,2,3,2,3,2,3,4,3,4,3,3,2,3
"Corona",3,4,2,4,2,4,2,2,4,2,3,3,4,4,4,3,3
"Corona",3,4,4,3,2,3,3,2,2,2,4,4,4,3,4,1,2
"Corona",3,4,3,4,2,2,3,2,3,2,3,4,3,3,3,1,3
"Corona",3,4,3,3,2,3,3,2,3,2,3,3,3,3,4,2,3
"Corona",3,4,4,4,3,4,3,2,2,2,3,3,3,4,3,2,3
"Corona",3,3,3,4,3,3,3,1,2,3,3,5,4,3,3,3,2
"Corona",2,3,3,3,1,3,3,3,3,3,3,3,4,4,3,2,3
"Corona",2,4,3,4,3,4,3,3,2,3,3,3,5,2,3,2,3
"Corona",3,3,3,4,3,2,2,2,3,2,4,3,3,3,3,2,2
"Corona",3,4,3,3,2,3,3,3,2,3,3,3,4,3,4,2,3
"Corona",3,4,3,4,2,3,3,2,3,2,4,4,3,4,3,2,2
"Corona",3,3,4,4,2,3,3,2,2,2,3,4,3,4,4,1,2
"Corona",3,3,3,4,3,3,3,2,3,2,3,4,4,3,3,2,3
"Corona",4,3,3,4,3,3,3,2,2,3,4,4,4,4,3,2,3
"Corona",3,3,4,3,1,3,3,2,3,3,3,3,4,4,3,2,3
"Corona",3,4,3,4,3,3,3,3,2,3,4,3,4,3,3,2,3
"Corona",3,3,3,5,2,5,3,3,3,2,3,4,3,3,3,2,3
"Corona",3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,1,3
"Corona",3,2,3,4,3,2,2,2,2,3,3,4,4,4,3,2,2
"Corona",4,4,3,4,3,3,3,2,2,2,3,3,3,4,4,3,3
"Corona",3,4,4,4,3,4,2,2,2,3,3,3,4,4,4,3,3
"Corona",3,4,4,4,2,3,3,2,2,3,3,4,3,3,3,2,3
"Corona",3,4,4,4,2,3,3,2,2,2,4,3,3,3,4,2,3
"Corona",4,4,3,4,3,3,3,3,3,2,3,4,4,3,2,2,3
"Corona",4,3,3,4,2,3,2,2,2,3,4,3,3,4,3,3,2
"Corona",3,3,4,4,2,4,3,1,2,2,5,3,4,3,3,2,3
"Corona",4,4,3,4,3,3,3,3,2,3,3,3,3,3,4,2,4
"Corona",4,3,3,4,2,3,3,3,3,3,3,3,4,3,4,3,2
"Corona",3,3,3,4,2,3,3,2,2,2,4,4,3,3,3,3,3
"Corona",3,3,3,4,3,3,3,3,3,3,4,3,3,3,4,2,2
"Corona",3,4,3,3,3,3,3,2,3,3,3,4,3,4,3,1,4
"Corona",3,4,3,4,2,3,3,2,2,3,3,4,4,3,3,2,2
"Corona",4,4,3,4,2,3,3,3,3,2,3,3,4,4,3,2,3
"Corona",3,3,4,4,2,3,3,3,2,3,4,3,4,3,4,2,2
"Corona",4,4,3,4,2,3,3,2,3,3,3,4,3,4,3,2,3
"Corona",4,4,2,3,2,3,2,3,3,2,3,5,3,3,3,2,3
"Corona",4,3,4,4,4,3,3,3,3,3,3,4,3,4,3,2,2
"Corona",3,4,4,3,2,3,2,2,3,3,3,4,3,3,3,2,2
"Corona",4,3,3,4,3,4,2,3,2,2,3,4,4,4,3,2,2
"Corona",3,3,4,4,3,4,4,3,2,4,3,5,4,4,4,2,3
"Corona",4,3,3,3,3,4,4,2,2,3,3,3,3,4,4,3,3
"Corona",3,3,4,3,3,3,3,3,3,3,3,3,4,2,3,3,3
"Corona",4,4,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3
"Corona",3,4,3,4,2,3,3,2,3,3,3,3,3,3,3,3,3
"Corona",4,4,3,4,3,3,3,3,2,2,4,3,4,4,3,2,3
"Corona",3,4,3,4,3,3,3,3,2,4,2,3,4,3,4,2,3
"Corona",4,4,3,3,2,3,4,2,2,3,3,3,3,4,3,1,3
"Corona",3,4,3,4,3,3,2,3,3,3,3,4,4,3,3,1,3
"Corona",3,3,4,4,3,3,2,2,2,2,4,4,3,3,2,1,3
"Corona",3,3,3,4,3,3,3,2,3,3,3,5,4,3,3,2,4
"Corona",3,4,3,3,2,3,3,2,2,3,4,4,3,4,3,2,3
"Corona",4,3,3,4,3,4,3,3,3,2,3,3,3,3,3,2,2
"Corona",3,3,3,3,1,3,3,2,2,3,4,3,3,3,4,2,2
"Corona",3,4,3,3,2,3,3,3,3,3,3,3,3,4,3,2,2
"Corona",3,4,3,4,2,3,4,3,3,2,3,3,4,3,3,2,3
"Corona",3,4,3,4,3,3,2,3,3,2,3,3,4,3,3,2,2
"Corona",4,3,5,3,2,3,3,2,3,4,4,4,4,4,4,3,3
"Corona",4,4,3,4,2,3,3,3,3,3,3,4,3,4,4,2,2
"Corona",4,4,3,4,3,3,3,1,2,3,3,3,4,4,3,2,2
"Corona",4,4,3,3,2,3,2,1,2,3,4,3,3,3,3,1,3
"Corona",3,3,3,4,3,3,3,2,3,3,4,4,4,3,3,2,3
"Corona",4,3,3,4,3,2,1,1,3,3,3,3,4,3,4,2,3
"Corona",4,3,3,4,2,4,2,2,2,2,3,3,3,3,4,1,2
"Corona",4,4,3,4,2,2,3,2,3,3,4,4,4,3,3,2,3
"Corona",3,4,3,4,4,3,2,3,2,3,3,4,3,3,3,2,2
"Corona",3,3,3,4,2,3,3,2,3,3,4,4,4,4,3,2,2
"Corona",4,3,4,4,3,3,3,2,2,2,3,5,3,4,4,2,3
"Corona",3,4,3,4,2,2,3,3,3,3,4,3,4,3,4,2,3
"Corona",3,3,4,3,3,3,3,3,2,2,3,3,4,3,4,1,3
"Corona",3,4,4,4,3,4,2,2,3,2,3,3,4,4,3,2,2
"Corona",3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,2,3
"Corona",3,3,3,4,2,3,3,2,2,3,3,4,2,4,3,2,2
"Corona",3,4,4,3,3,4,2,2,3,3,2,3,3,4,3,2,3
"Corona",4,3,3,4,3,4,2,1,3,3,3,3,3,3,3,3,3
"Corona",4,3,4,4,2,3,3,3,2,2,3,4,3,3,3,2,2
"Corona",4,4,3,4,3,3,4,2,3,2,3,4,3,4,4,3,2
"Corona",4,4,3,4,3,3,3,3,2,3,3,5,4,4,3,3,2
"Corona",3,4,3,3,3,3,2,2,3,3,3,4,3,4,3,2,3
"Corona",4,3,3,3,2,3,3,2,2,2,3,3,3,3,4,3,4
"Corona",3,4,3,3,2,4,3,2,3,3,3,3,4,3,3,2,3
"Corona",3,3,3,3,2,3,3,2,2,2,3,4,3,3,3,2,3
"Corona",4,3,3,4,2,3,2,3,2,3,3,4,3,4,4,3,3
"Corona",3,3,3,4,2,3,2,2,3,3,4,4,4,3,4,2,3
"Corona",3,3,4,4,3,4,4,3,3,3,4,3,4,3,3,3,2
"Corona",3,3,2,3,3,3,3,3,2,3,3,4,4,3,3,3,3
"Corona",3,3,3,5,4,3,2,3,3,4,4,4,4,4,3,1,3
"Corona",3,3,3,4,3,4,2,3,4,2,2,4,3,3,4,2,2
"Corona",4,3,3,4,2,3,3,3,2,3,3,4,3,4,3,2,3
"Corona",4,3,4,3,2,3,3,2,3,2,3,4,3,4,2,3,3
"Corona",5,4,2,4,3,3,3,2,3,2,3,3,4,3,3,2,3
"Corona",4,3,2,3,3,3,3,2,2,3,3,3,2,4,3,2,2
